League,Team,Player,Recent_Matches,Recent_Minutes,Recent_Goals,Recent_Assists,Recent_Yellow_Cards,Recent_Red_Cards,Recent_xG,Recent_xA,Recent_Shots,Recent_Shots_On_Target,Recent_Passes_Completed,Recent_Tackles,Recent_Interceptions,Recent_Fouls
La Liga,Rayo Vallecano,Sergio Lozano,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Rayo Vallecano,Diego Méndez,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Rayo Vallecano,Joni Montiel,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Rayo Vallecano,Morro,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Sergio Herrera,33,2970,0,0,5,0,0.0,0.0,0,0,0,1,0,1
La Liga,Osasuna,Jesús Areso,32,2721,0,3,7,0,0.1,0.0,0,0,0,34,8,30
La Liga,Osasuna,Catena,31,2714,0,2,10,0,1.7,0.0,0,0,0,25,31,32
La Liga,Osasuna,Lucas Torró,31,2642,3,0,10,0,1.7,0.0,0,0,0,39,43,73
La Liga,Osasuna,Aimar Oroz,33,2609,5,2,8,0,4.0,0.0,0,0,0,18,18,26
La Liga,Osasuna,Ante Budimir,34,2620,18,4,3,0,16.4,0.0,0,0,0,9,2,42
La Liga,Osasuna,Enzo Boyomo,30,2627,2,0,5,0,1.5,0.0,0,0,0,37,36,40
La Liga,Osasuna,Rubén García,33,2209,5,5,2,0,3.0,0.0,0,0,0,29,14,34
La Liga,Osasuna,Jon Moncayola,30,2061,0,0,8,0,1.6,0.0,0,0,0,40,11,34
La Liga,Osasuna,Abel,32,2019,2,0,3,0,0.5,0.0,0,0,0,35,18,24
La Liga,Osasuna,Bryan Zaragoza,23,1524,1,5,4,0,2.3,0.0,0,0,0,9,1,14
La Liga,Osasuna,Jorge Herrando,18,1366,1,0,3,0,1.2,0.0,0,0,0,11,12,25
La Liga,Osasuna,Juan Cruz Armada,21,1174,0,0,4,0,0.1,0.0,0,0,0,10,8,13
La Liga,Osasuna,Pablo Ibáñez,24,1029,1,1,3,0,1.5,0.0,0,0,0,9,14,23
La Liga,Osasuna,Moi Gómez,25,793,0,0,1,0,0.5,0.0,0,0,0,9,5,12
La Liga,Osasuna,Rubén Peña,23,682,0,0,1,0,0.7,0.0,0,0,0,3,5,11
La Liga,Osasuna,Raúl,28,690,2,0,0,0,2.2,0.0,0,0,0,6,0,9
La Liga,Osasuna,Iker Muñoz,19,503,0,0,2,0,0.4,0.0,0,0,0,2,4,9
La Liga,Osasuna,Kike Barja,12,264,0,0,3,0,0.2,0.0,0,0,0,4,3,9
La Liga,Osasuna,Nacho Vidal,5,124,0,0,0,0,0.0,0.0,0,0,0,0,0,2
La Liga,Osasuna,José Arnaiz,13,122,0,0,0,0,0.3,0.0,0,0,0,4,3,0
La Liga,Osasuna,Aitor Fernández,1,90,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Unai García,2,64,0,0,0,0,0.0,0.0,0,0,0,0,0,3
La Liga,Osasuna,Iker Benito,2,37,0,0,0,0,0.0,0.0,0,0,0,0,1,1
La Liga,Osasuna,Javi Martínez,1,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Iñigo Arguibide,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Jon Fuentes,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Carlos Lumbreras,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Sixtus Ogbuehi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Asier Osambela,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Ismael Sierra,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Dimitrios Stamatakis,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Osasuna,Pablo Valencia,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Antonio Raillo,32,2847,2,0,6,1,1.9,0.0,0,0,0,17,27,44
La Liga,Mallorca,Sergi Darder,34,2397,1,5,4,0,1.9,0.0,0,0,0,23,14,20
La Liga,Mallorca,Johan Mojica,32,2549,1,2,5,0,0.9,0.0,0,0,0,22,25,18
La Liga,Mallorca,Dominik Greif,28,2520,0,0,1,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Martin Valjent,28,2493,2,0,4,0,0.6,0.0,0,0,0,18,17,14
La Liga,Mallorca,Samu Costa,28,2301,0,2,8,1,1.8,0.0,0,0,0,38,29,52
La Liga,Mallorca,Pablo Maffeo,27,2206,0,1,5,0,0.3,0.0,0,0,0,37,24,18
La Liga,Mallorca,Dani Rodríguez,33,1966,4,7,5,0,2.8,0.0,0,0,0,27,12,46
La Liga,Mallorca,Vedat Muriqi,25,1761,7,2,1,2,9.5,0.0,0,0,0,4,7,25
La Liga,Mallorca,Cyle Larin,28,1623,6,2,4,0,6.6,0.0,0,0,0,5,1,25
La Liga,Mallorca,Omar Mascarell,28,1716,0,0,4,1,0.3,0.0,0,0,0,13,45,23
La Liga,Mallorca,Copete,24,1438,0,0,6,0,0.5,0.0,0,0,0,15,17,26
La Liga,Mallorca,Manu Morlanes,21,1300,0,0,6,0,0.6,0.0,0,0,0,27,24,15
La Liga,Mallorca,Roberto Navarro,23,1278,1,0,3,0,2.0,0.0,0,0,0,22,19,14
La Liga,Mallorca,Takuma Asano,20,989,2,0,0,0,2.3,0.0,0,0,0,9,5,4
La Liga,Mallorca,Antonio Sánchez,29,1221,0,0,2,0,1.0,0.0,0,0,0,16,17,23
La Liga,Mallorca,Leo Román,6,540,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Mateu Morey,12,491,0,0,1,0,0.1,0.0,0,0,0,13,9,10
La Liga,Mallorca,Toni Lato,11,461,0,0,0,1,0.0,0.0,0,0,0,10,4,9
La Liga,Mallorca,Abdón Prats,24,456,2,0,4,0,2.2,0.0,0,0,0,1,1,6
La Liga,Mallorca,Marc Domenech,7,204,0,0,0,0,0.4,0.0,0,0,0,3,0,4
La Liga,Mallorca,Valery Fernández,17,297,2,0,1,0,0.8,0.0,0,0,0,7,0,3
La Liga,Mallorca,Chiquinho,8,146,0,0,2,0,0.3,0.0,0,0,0,0,2,6
La Liga,Mallorca,Siebe Van Der Heyden,2,97,0,0,0,0,0.0,0.0,0,0,0,1,2,2
La Liga,Mallorca,David López,1,79,0,0,0,0,0.0,0.0,0,0,0,1,1,0
La Liga,Mallorca,Javier Llabrés,1,57,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Jan Salas,3,24,0,0,0,0,0.1,0.0,0,0,0,1,0,0
La Liga,Mallorca,Daniel Luna,2,20,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Iván Cuéllar,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Pere Joan,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Mallorca,Sebastian Wade,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Álex Remiro,33,2970,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Martín Zubimendi,32,2689,2,1,5,0,1.9,0.0,0,0,0,37,39,41
La Liga,Real Sociedad,Sergio Gómez,33,2538,2,5,4,0,1.5,0.0,0,0,0,38,17,29
La Liga,Real Sociedad,Jon Aramburu,31,2224,1,1,8,0,0.4,0.0,0,0,0,65,28,47
La Liga,Real Sociedad,Igor Zubeldia,25,2044,0,0,6,1,0.4,0.0,0,0,0,21,25,36
La Liga,Real Sociedad,Mikel Oyarzabal,31,2009,8,2,4,1,7.7,0.0,0,0,0,11,4,12
La Liga,Real Sociedad,Takefusa Kubo,32,2057,5,0,5,0,3.5,0.0,0,0,0,18,13,18
La Liga,Real Sociedad,Nayef Aguerd,21,1760,0,0,5,0,2.4,0.0,0,0,0,24,13,11
La Liga,Real Sociedad,Javi López,26,1753,0,0,4,0,0.1,0.0,0,0,0,23,8,28
La Liga,Real Sociedad,Luka Sučić,25,1602,1,1,3,0,3.1,0.0,0,0,0,17,13,11
La Liga,Real Sociedad,Brais Méndez,24,1391,3,1,4,0,3.5,0.0,0,0,0,13,7,36
La Liga,Real Sociedad,Aritz Elustondo,19,1187,0,0,2,1,0.4,0.0,0,0,0,9,9,21
La Liga,Real Sociedad,Ander Barrenetxea,26,1103,1,3,5,0,1.6,0.0,0,0,0,16,10,27
La Liga,Real Sociedad,Sheraldo Becker,22,995,2,1,1,1,2.0,0.0,0,0,0,2,1,8
La Liga,Real Sociedad,Aihen Muñoz,19,931,0,0,4,0,0.1,0.0,0,0,0,12,13,11
La Liga,Real Sociedad,Pablo Marín,19,950,0,2,3,0,0.8,0.0,0,0,0,14,4,18
La Liga,Real Sociedad,Beñat Turrientes,18,817,0,0,4,0,0.4,0.0,0,0,0,5,5,11
La Liga,Real Sociedad,Orri Steinn Óskarsson,23,944,3,0,1,0,5.2,0.0,0,0,0,6,2,7
La Liga,Real Sociedad,Jon Pacheco,13,764,0,0,3,0,0.1,0.0,0,0,0,9,8,18
La Liga,Real Sociedad,Olasagasti,20,794,1,1,2,0,0.9,0.0,0,0,0,9,13,14
La Liga,Real Sociedad,Hamari Traoré,9,576,0,1,1,0,0.0,0.0,0,0,0,11,8,11
La Liga,Real Sociedad,Jon Martin,11,724,0,1,2,0,0.6,0.0,0,0,0,7,7,18
La Liga,Real Sociedad,Umar Sadiq,7,227,0,0,1,0,0.2,0.0,0,0,0,1,1,8
La Liga,Real Sociedad,Unai Marrero,1,90,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Arsen Zakharyan,3,73,1,0,0,0,0.2,0.0,0,0,0,1,1,1
La Liga,Real Sociedad,Urko González,1,45,0,0,1,0,0.0,0.0,0,0,0,0,0,1
La Liga,Real Sociedad,Arkaitz Mariezkurrena,5,112,1,0,1,0,0.5,0.0,0,0,0,0,1,7
La Liga,Real Sociedad,Álvaro Odriozola,2,43,0,0,1,0,0.0,0.0,0,0,0,1,0,2
La Liga,Real Sociedad,Daniel Díaz,1,10,0,0,0,0,0.0,0.0,0,0,0,1,0,1
La Liga,Real Sociedad,Luken Beitia,1,8,0,0,0,0,0.0,0.0,0,0,0,1,0,0
La Liga,Real Sociedad,Jon Magunazelaia,2,7,0,0,0,0,0.0,0.0,0,0,0,1,0,1
La Liga,Real Sociedad,Egoitz Arana,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Jon Balda,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Aitor Fraga,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Mikel Goti,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Alex Marchal,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Real Sociedad,Iñaki Rupérez,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Cristhian Mosquera,33,2959,1,0,6,0,0.4,0.0,0,0,0,29,33,13
La Liga,Valencia,Diego López,34,2494,7,5,2,0,6.2,0.0,0,0,0,17,13,19
La Liga,Valencia,Giorgi Mamardashvili,30,2700,0,0,1,0,0.0,0.0,0,0,0,2,1,0
La Liga,Valencia,César Tárrega,30,2666,2,0,5,0,1.8,0.0,0,0,0,33,20,50
La Liga,Valencia,Luis Rioja,32,2572,5,3,5,0,3.2,0.0,0,0,0,20,22,15
La Liga,Valencia,Javier Guerra,33,2334,3,3,4,0,2.0,0.0,0,0,0,23,19,29
La Liga,Valencia,Dimitri Foulquier,31,2242,0,1,6,0,0.4,0.0,0,0,0,31,16,24
La Liga,Valencia,Hugo Duro,27,1960,10,2,3,0,8.2,0.0,0,0,0,7,10,33
La Liga,Valencia,Enzo Barrenechea,26,1909,1,2,6,0,1.3,0.0,0,0,0,29,25,22
La Liga,Valencia,Domingos André Ribeiro Almeida,31,1752,0,3,2,0,0.7,0.0,0,0,0,28,8,25
La Liga,Valencia,José Luis Gayà,20,1553,0,1,6,0,0.9,0.0,0,0,0,36,20,26
La Liga,Valencia,José Luis García Vayá,31,1567,1,2,8,1,1.3,0.0,0,0,0,21,15,25
La Liga,Valencia,Yarek Gasiorowski,15,947,0,0,1,0,1.1,0.0,0,0,0,16,26,5
La Liga,Valencia,Jesus Vazquez,17,818,0,0,3,0,0.1,0.0,0,0,0,16,7,15
La Liga,Valencia,Thierry Correia,11,768,0,0,1,0,0.3,0.0,0,0,0,18,4,15
La Liga,Valencia,Umar Sadiq,13,671,5,0,4,0,3.3,0.0,0,0,0,5,1,27
La Liga,Valencia,Dani Gómez,14,532,2,0,0,0,2.7,0.0,0,0,0,2,2,7
La Liga,Valencia,Rafa Mir,16,597,0,2,2,0,2.8,0.0,0,0,0,6,4,6
La Liga,Valencia,Mouctar Diakhaby,9,366,2,0,0,0,0.7,0.0,0,0,0,1,3,2
La Liga,Valencia,Hugo Guillamón,12,364,0,0,2,0,0.1,0.0,0,0,0,8,5,6
La Liga,Valencia,Stole Dimitrievski,4,360,0,0,1,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Francisco Perez,22,460,0,0,1,0,0.3,0.0,0,0,0,11,3,4
La Liga,Valencia,Sergi Canós,16,363,0,1,3,0,0.5,0.0,0,0,0,7,5,12
La Liga,Valencia,Ivan Jaime Pajuelo,5,192,0,0,0,0,0.4,0.0,0,0,0,2,2,4
La Liga,Valencia,Germán Valera,8,148,0,0,0,0,0.1,0.0,0,0,0,1,4,2
La Liga,Valencia,Max Aarons,2,104,0,0,1,0,0.0,0.0,0,0,0,3,0,0
La Liga,Valencia,Maximiliano Caufriez,1,90,0,0,0,0,0.0,0.0,0,0,0,1,1,3
La Liga,Valencia,Rodrigo Abajas,1,65,0,0,1,0,0.1,0.0,0,0,0,2,1,2
La Liga,Valencia,Martín Tejón,4,49,0,0,0,0,0.1,0.0,0,0,0,0,0,1
La Liga,Valencia,Iker Córdoba,2,15,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,David Otorbi,1,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Alberto Marí,1,7,0,0,0,0,0.0,0.0,0,0,0,0,0,1
La Liga,Valencia,Vicent Abril Sanz,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Pedro Alemañ,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Hamza Bellari,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Jaume Doménech,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Raúl Jiménez,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Ruben Lendinez,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Warren Madrigal,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Valencia,Cenk Özkacar,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,David Soria,34,3060,0,0,1,0,0.0,0.0,0,0,0,4,1,0
La Liga,Getafe,Omar Alderete,31,2735,1,0,7,0,1.6,0.0,0,0,0,27,36,30
La Liga,Getafe,Djené,30,2458,0,0,10,1,0.3,0.0,0,0,0,13,21,39
La Liga,Getafe,Luis Milla,30,2605,1,4,4,0,1.8,0.0,0,0,0,34,21,35
La Liga,Getafe,Iglesias,33,2546,0,1,4,0,0.9,0.0,0,0,0,46,41,40
La Liga,Getafe,Diego Rico,29,2459,0,3,7,1,0.3,0.0,0,0,0,45,31,34
La Liga,Getafe,Mauro Arambarri,32,2423,9,0,10,0,7.1,0.0,0,0,0,26,13,47
La Liga,Getafe,Chrisantus Uche,30,2230,3,5,8,2,3.4,0.0,0,0,0,17,9,50
La Liga,Getafe,Domingos Duarte,18,1531,1,0,3,1,0.2,0.0,0,0,0,11,13,20
La Liga,Getafe,Carles Pérez,27,1431,3,0,2,0,2.4,0.0,0,0,0,23,6,44
La Liga,Getafe,Bertuğ Yıldırım,19,1043,1,0,7,0,2.5,0.0,0,0,0,5,1,31
La Liga,Getafe,Alex Sola,19,1029,0,1,4,0,1.0,0.0,0,0,0,14,7,24
La Liga,Getafe,Ramón Terrats,11,910,4,0,1,0,2.0,0.0,0,0,0,6,4,9
La Liga,Getafe,Coba da Costa,16,887,1,1,4,0,1.1,0.0,0,0,0,12,7,8
La Liga,Getafe,Juan Berrocal,16,953,0,0,6,1,0.4,0.0,0,0,0,7,13,15
La Liga,Getafe,Allan Nyom,16,689,1,1,4,0,0.5,0.0,0,0,0,7,2,18
La Liga,Getafe,Juanmi,12,664,0,0,2,0,2.9,0.0,0,0,0,11,2,18
La Liga,Getafe,Juan Bernat,12,634,0,1,0,0,0.1,0.0,0,0,0,12,2,8
La Liga,Getafe,Álvaro Rodríguez,19,709,2,0,5,0,1.1,0.0,0,0,0,6,3,27
La Liga,Getafe,Carles Aleñá,10,452,0,0,1,0,0.9,0.0,0,0,0,3,0,8
La Liga,Getafe,Borja Mayoral,20,841,4,1,0,0,3.1,0.0,0,0,0,2,0,8
La Liga,Getafe,Jesús Santiago,16,322,0,0,5,0,0.0,0.0,0,0,0,7,1,14
La Liga,Getafe,Nabil Aberdin,7,263,0,0,1,0,0.0,0.0,0,0,0,4,0,7
La Liga,Getafe,Peter González,15,397,0,0,1,0,1.1,0.0,0,0,0,5,1,7
La Liga,Getafe,Abdoulaye Keita,3,95,0,0,0,0,0.0,0.0,0,0,0,2,0,6
La Liga,Getafe,Alberto Risco,5,69,0,0,0,0,0.2,0.0,0,0,0,4,0,1
La Liga,Getafe,John Joe,4,48,0,0,1,0,0.1,0.0,0,0,0,0,0,1
La Liga,Getafe,Gorka Rivera Alonso,1,20,0,0,0,0,0.0,0.0,0,0,0,0,0,1
La Liga,Getafe,Ismael Bekhoucha,2,9,0,0,1,0,0.0,0.0,0,0,0,0,2,0
La Liga,Getafe,David Argüelles,1,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Jorge Benito,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Guillem Cortiñas,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Martin Cuellar,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Diego Ferrer,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Jiří Letáček,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Luca Lohr,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Getafe,Djordjije Medenica,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Joan García,34,3060,0,0,2,0,0.1,0.0,0,0,0,0,0,0
La Liga,Espanyol,Omar El Hilali,33,2891,0,2,11,0,0.0,0.0,0,0,0,76,43,50
La Liga,Espanyol,Marash Kumbulla,32,2702,3,0,7,0,1.6,0.0,0,0,0,24,31,32
La Liga,Espanyol,Javi Puado,31,2658,11,3,6,0,9.6,0.0,0,0,0,15,5,18
La Liga,Espanyol,Leandro Cabrera,30,2610,3,2,3,0,0.9,0.0,0,0,0,21,28,22
La Liga,Espanyol,Alex Král,34,2630,0,1,1,0,1.5,0.0,0,0,0,36,27,28
La Liga,Espanyol,Carlos Romero,30,2194,2,1,7,0,1.9,0.0,0,0,0,37,23,27
La Liga,Espanyol,Jofre,33,2013,3,3,5,0,2.4,0.0,0,0,0,15,15,26
La Liga,Espanyol,Pol Lozano,27,1785,0,1,11,0,0.2,0.0,0,0,0,33,21,54
La Liga,Espanyol,Roberto Férnandez,15,1177,6,0,1,0,3.3,0.0,0,0,0,4,3,26
La Liga,Espanyol,Álvaro Tejero,26,1185,1,4,2,0,0.6,0.0,0,0,0,4,12,13
La Liga,Espanyol,Urko González,13,1034,0,1,1,0,0.1,0.0,0,0,0,20,7,13
La Liga,Espanyol,Brian Oliván,17,1017,0,1,2,0,0.4,0.0,0,0,0,10,10,13
La Liga,Espanyol,Antoniu,23,881,0,1,3,0,0.9,0.0,0,0,0,9,7,18
La Liga,Espanyol,Alejo Véliz,24,1008,1,0,3,0,1.9,0.0,0,0,0,1,4,17
La Liga,Espanyol,Edu Expósito,15,716,0,2,2,0,0.7,0.0,0,0,0,9,10,13
La Liga,Espanyol,José Gragera,10,569,0,0,0,0,0.0,0.0,0,0,0,16,5,18
La Liga,Espanyol,Sergi Gómez,11,652,0,0,1,0,0.3,0.0,0,0,0,5,7,6
La Liga,Espanyol,Walid Cheddira,20,612,1,1,2,0,0.9,0.0,0,0,0,0,1,27
La Liga,Espanyol,Irvin Cardona,16,606,1,1,1,0,1.1,0.0,0,0,0,5,4,8
La Liga,Espanyol,Álvaro Aguado,15,431,0,1,3,0,0.4,0.0,0,0,0,2,4,5
La Liga,Espanyol,Fernando Calero,17,481,1,0,0,0,0.3,0.0,0,0,0,6,13,4
La Liga,Espanyol,Justin Smith,5,209,0,0,0,0,0.0,0.0,0,0,0,3,4,5
La Liga,Espanyol,Rafael Bauza,5,183,0,0,1,0,0.1,0.0,0,0,0,3,0,8
La Liga,Espanyol,Pere Milla,16,316,1,0,3,0,0.6,0.0,0,0,0,1,2,4
La Liga,Espanyol,Naci Ünüvar,2,31,0,0,0,0,0.0,0.0,0,0,0,2,0,0
La Liga,Espanyol,Roger Hinojo,1,9,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Alex Almansa,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Català,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Fortuño,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,José López,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Fernando Pacheco,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Pablo Ramon,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Omar Sadik,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Salvi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Llorenç Serred,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Espanyol,Pol Tristán,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Paulo Gazzaniga,34,3015,0,0,4,0,0.0,0.0,0,0,0,1,0,1
La Liga,Girona,Miguel Gutiérrez,29,2458,1,5,4,0,1.6,0.0,0,0,0,24,16,29
La Liga,Girona,Daley Blind,30,2420,0,2,2,0,0.4,0.0,0,0,0,23,23,17
La Liga,Girona,Arnau Martinez,28,2309,2,2,2,0,1.2,0.0,0,0,0,22,25,17
La Liga,Girona,David López,27,2250,1,0,4,0,0.8,0.0,0,0,0,22,12,9
La Liga,Girona,Ladislav Krejčí,25,2170,2,0,8,0,1.7,0.0,0,0,0,15,32,22
La Liga,Girona,Yangel Herrera,26,2010,4,3,9,1,3.5,0.0,0,0,0,35,28,61
La Liga,Girona,Iván Martín,28,1836,1,1,1,0,1.2,0.0,0,0,0,16,11,20
La Liga,Girona,Bryan Gil,25,1721,3,3,4,0,2.3,0.0,0,0,0,20,10,22
La Liga,Girona,Viktor Tsyhankov,23,1582,2,4,1,0,2.5,0.0,0,0,0,11,11,12
La Liga,Girona,Donny van de Beek,26,1421,2,2,5,0,1.5,0.0,0,0,0,18,10,22
La Liga,Girona,Oriol Romeu,22,1244,0,0,5,0,0.1,0.0,0,0,0,22,11,26
La Liga,Girona,Abel Ruiz,19,1226,4,0,3,0,4.6,0.0,0,0,0,2,4,6
La Liga,Girona,Arnaut Danjuma,23,1310,2,0,2,0,3.6,0.0,0,0,0,6,2,14
La Liga,Girona,Yaser Asprilla,23,1130,3,0,2,0,1.7,0.0,0,0,0,9,5,10
La Liga,Girona,Bojan Miovski,16,851,2,1,0,0,2.7,0.0,0,0,0,5,2,13
La Liga,Girona,Alejandro Francés,14,957,0,0,2,0,0.2,0.0,0,0,0,21,15,16
La Liga,Girona,Arthur Melo,11,659,0,0,2,0,0.1,0.0,0,0,0,9,5,11
La Liga,Girona,Juanpe,10,610,0,0,2,0,0.0,0.0,0,0,0,5,8,3
La Liga,Girona,Cristhian Stuani,28,830,9,2,3,0,6.8,0.0,0,0,0,7,5,28
La Liga,Girona,Portu,23,560,0,2,4,0,0.6,0.0,0,0,0,5,0,10
La Liga,Girona,Jhon Solis,15,472,1,0,2,0,0.7,0.0,0,0,0,5,4,7
La Liga,Girona,Silvi Clúa,4,163,0,0,0,0,0.0,0.0,0,0,0,7,2,5
La Liga,Girona,Gabriel Osei Misehouy,9,257,1,0,0,0,0.9,0.0,0,0,0,1,0,1
La Liga,Girona,Iker Almena,2,48,0,1,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Papa Ba,1,48,0,0,0,0,0.0,0.0,0,0,0,1,0,1
La Liga,Girona,Pau López,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Kim Minsu,3,22,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Ferrán Ruiz,1,18,0,0,0,0,0.0,0.0,0,0,0,0,1,0
La Liga,Girona,Juan Carlos,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Aleksandar Andreev,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Ricard Artero,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Dawda Camara,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Enric García,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Jastin García,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Lucas García,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Raúl Martínez,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Joel Roca,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Toni Villa,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Krapyvtsov Vladyslav,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Girona,Antal Yaakobishvili,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
La Liga,Sevilla,Dodi Lukebakio,34,2822,11,2,3,1,9.2,0.0,0,0,0,13,5,35
La Liga,Sevilla,Carmona,32,2700,0,0,10,0,0.5,0.0,0,0,0,55,63,41
La Liga,Sevilla,Loïc Bade,29,2541,1,1,6,0,0.6,0.0,0,0,0,25,28,24
La Liga,Sevilla,Ørjan Nyland,27,2403,0,0,2,0,0.0,0.0,0,0,0,2,0,1
La Liga,Sevilla,Isaac Romero,29,2108,4,2,9,0,6.8,0.0,0,0,0,6,7,36
La Liga,Sevilla,Adrià Pedrosa,28,2117,1,1,7,0,0.5,0.0,0,0,0,32,20,36
La Liga,Sevilla,Nemanja Gudelj,27,2191,0,1,5,0,0.6,0.0,0,0,0,20,25,23
