League,Team,Player,Recent_Matches,Recent_Minutes,Recent_Goals,Recent_Assists,Recent_Yellow_Cards,Recent_Red_Cards,Recent_xG,Recent_xA,Recent_Shots,Recent_Shots_On_Target,Recent_Passes_Completed,Recent_Tackles,Recent_Interceptions,Recent_Fouls
Premier League,Ipswich Town,Julio Enciso,11,709,2,3,3,0,1.5,0.0,0,0,0,8,1,8
Premier League,Ipswich Town,Conor Chaplin,19,712,1,1,2,0,1.2,0.0,0,0,0,5,3,11
Premier League,Ipswich Town,Nathan Broadhead,16,605,1,0,1,0,1.5,0.0,0,0,0,3,4,4
Premier League,Ipswich Town,Christian Walton,6,540,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Ipswich Town,Jaden Philogene Bidace,10,474,2,0,1,0,2.0,0.0,0,0,0,7,10,8
Premier League,Ipswich Town,Harry Clarke,7,379,0,0,3,1,0.1,0.0,0,0,0,3,4,5
Premier League,Ipswich Town,Jack Taylor,29,766,1,0,3,0,0.7,0.0,0,0,0,10,9,16
Premier League,Ipswich Town,George Hirst,23,493,3,1,2,0,1.6,0.0,0,0,0,3,2,12
Premier League,Ipswich Town,Conor Townsend,6,335,0,1,1,0,0.0,0.0,0,0,0,8,4,2
Premier League,Ipswich Town,Chiedozie Ogbene,5,238,0,0,0,0,0.0,0.0,0,0,0,3,1,2
Premier League,Ipswich Town,Massimo Luongo,9,196,0,0,0,0,0.0,0.0,0,0,0,5,2,1
Premier League,Ipswich Town,Ben Godfrey,3,159,0,0,1,0,0.0,0.0,0,0,0,0,2,1
Premier League,Ipswich Town,Ali Al Hamadi,11,134,0,0,3,0,0.4,0.0,0,0,0,0,0,8
Premier League,Ipswich Town,Marcus Harness,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Ipswich Town,George Edmundson,1,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Ipswich Town,Somto Boniface,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Ipswich Town,Cieran Slicker,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Ipswich Town,Tom Taylor,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Jamie Vardy,33,2655,8,3,5,0,10.7,0.0,0,0,0,13,5,22
Premier League,Leicester City,James Justin,33,2669,2,1,5,0,1.5,0.0,0,0,0,29,44,23
Premier League,Leicester City,Victor Bernth Kristiansen,28,2380,0,1,1,0,0.3,0.0,0,0,0,50,40,17
Premier League,Leicester City,Wout Faes,31,2545,1,0,4,0,1.4,0.0,0,0,0,23,26,21
Premier League,Leicester City,Mads Hermansen,27,2385,0,0,1,0,0.0,0.0,0,0,0,1,0,0
Premier League,Leicester City,Wilfred Ndidi,26,2147,0,4,8,0,2.0,0.0,0,0,0,50,26,39
Premier League,Leicester City,Bilal El Khannouss,30,2003,2,3,4,0,1.1,0.0,0,0,0,26,6,28
Premier League,Leicester City,Boubakary Soumaré,28,1960,0,0,8,0,0.3,0.0,0,0,0,18,24,21
Premier League,Leicester City,Harry Winks,22,1538,0,2,4,0,0.2,0.0,0,0,0,11,9,9
Premier League,Leicester City,Stephy Mavididi,30,1615,4,1,2,0,1.8,0.0,0,0,0,19,11,18
Premier League,Leicester City,Conor Coady,19,1444,0,0,2,0,0.1,0.0,0,0,0,8,13,7
Premier League,Leicester City,Jordan Ayew,27,1425,5,0,5,0,3.0,0.0,0,0,0,13,12,29
Premier League,Leicester City,Jannik Vestergaard,18,1391,0,0,5,0,0.1,0.0,0,0,0,10,16,12
Premier League,Leicester City,Facundo Buonanotte,29,1474,4,2,7,0,3.8,0.0,0,0,0,32,11,35
Premier League,Leicester City,Caleb Okoli,18,1124,1,0,4,0,0.6,0.0,0,0,0,14,15,16
Premier League,Leicester City,Luke Thomas,11,873,0,0,1,0,0.4,0.0,0,0,0,20,18,6
Premier League,Leicester City,Bobby De Cordova-Reid,23,744,1,2,2,0,0.8,0.0,0,0,0,4,0,9
Premier League,Leicester City,Oliver Skipp,21,996,0,0,8,0,0.2,0.0,0,0,0,4,10,19
Premier League,Leicester City,Jakub Stolarczyk,7,630,0,0,1,0,0.0,0.0,0,0,0,1,0,0
Premier League,Leicester City,Kasey McAteer,15,612,0,1,2,0,0.7,0.0,0,0,0,11,3,15
Premier League,Leicester City,Abdul Fatawu Issahaku,11,579,0,2,0,0,0.4,0.0,0,0,0,15,4,11
Premier League,Leicester City,Patson Daka,21,653,1,0,0,0,1.3,0.0,0,0,0,9,1,12
Premier League,Leicester City,Ricardo Pereira,8,342,0,0,1,0,0.1,0.0,0,0,0,6,2,4
Premier League,Leicester City,Danny Ward,2,135,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Hamza Choudhury,4,131,0,0,0,0,0.0,0.0,0,0,0,1,5,1
Premier League,Leicester City,Woyo Coulibaly,4,109,0,0,1,0,0.0,0.0,0,0,0,4,5,2
Premier League,Leicester City,Jeremy Monga,4,52,0,0,0,0,0.0,0.0,0,0,0,1,0,0
Premier League,Leicester City,Odsonne Édouard,4,29,0,0,0,0,0.0,0.0,0,0,0,1,0,2
Premier League,Leicester City,Jake Evans,2,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Will Alves,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Michael Golding,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Olabade Aluko,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Thomas Cannon,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Henry Cartwright,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Daniel Iversen,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Benjamin Nelson,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Leicester City,Thomas Wilson-Brown,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Southampton,Kyle Walker-Peters,33,2918,0,2,5,0,0.8,0.0,0,0,0,29,19,28
Premier League,Southampton,Mateus Fernandes,33,2640,2,3,8,0,3.8,0.0,0,0,0,46,21,42
Premier League,Southampton,Taylor Harwood-Bellis,32,2654,1,0,9,0,1.8,0.0,0,0,0,19,30,34
Premier League,Southampton,Jan Bednarek,29,2441,2,0,7,0,0.7,0.0,0,0,0,18,54,31
Premier League,Southampton,Aaron Ramsdale,27,2430,0,0,2,0,0.0,0.0,0,0,0,0,2,1
Premier League,Southampton,Flynn Downes,24,1881,1,0,10,0,0.6,0.0,0,0,0,24,30,46
Premier League,Southampton,Joe Aribo,30,1909,3,0,1,0,2.7,0.0,0,0,0,30,20,20
Premier League,Southampton,Tyler Dibling,31,1742,2,0,6,0,2.5,0.0,0,0,0,20,8,28
Premier League,Southampton,Ryan Manning,23,1459,0,1,2,0,0.3,0.0,0,0,0,17,17,19
Premier League,Southampton,Lesley Ugochukwu,24,1525,1,1,6,0,0.9,0.0,0,0,0,24,14,28
Premier League,Southampton,Yukinari Sugawara,29,1467,1,1,4,0,0.5,0.0,0,0,0,16,10,15
Premier League,Southampton,Adam Armstrong,20,1248,2,2,4,0,3.3,0.0,0,0,0,3,3,12
Premier League,Southampton,Jack Stephens,17,1209,1,0,2,2,0.6,0.0,0,0,0,19,11,12
Premier League,Southampton,Kamaldeen Sulemana,23,1178,1,1,2,0,1.4,0.0,0,0,0,14,6,19
Premier League,Southampton,Cameron Archer,32,1373,2,0,0,0,5.1,0.0,0,0,0,7,2,16
Premier League,Southampton,Paul Onuachu,24,1029,4,1,4,0,3.6,0.0,0,0,0,2,1,28
Premier League,Southampton,James Bree,15,895,0,1,0,0,0.1,0.0,0,0,0,10,8,2
Premier League,Southampton,Nathan Wood-Gordon,9,624,0,0,2,0,0.2,0.0,0,0,0,7,4,8
Premier League,Southampton,William Smallbone,15,646,1,0,1,0,0.4,0.0,0,0,0,11,2,11
Premier League,Southampton,Alex McCarthy,5,450,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Southampton,Adam Lallana,14,361,0,2,4,0,0.2,0.0,0,0,0,5,5,8
Premier League,Southampton,Ben Brereton,10,449,0,0,1,0,0.9,0.0,0,0,0,2,0,4
Premier League,Southampton,Ryan Fraser,8,306,0,0,0,1,0.0,0.0,0,0,0,2,1,1
Premier League,Southampton,Ross Stewart,9,286,0,0,1,0,0.3,0.0,0,0,0,2,0,7
Premier League,Southampton,Joe Lumley,3,270,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Southampton,Welington,7,215,0,0,1,0,0.0,0.0,0,0,0,5,3,3
Premier League,Southampton,Armel Bella Kotchap,4,331,0,0,0,0,0.3,0.0,0,0,0,5,5,3
Premier League,Southampton,Charlie Taylor,7,266,0,0,1,0,0.0,0.0,0,0,0,5,3,2
Premier League,Southampton,Albert Grønbaek,4,143,0,0,0,0,0.1,0.0,0,0,0,1,0,0
Premier League,Southampton,Maxwel Cornet,2,72,0,0,1,0,0.2,0.0,0,0,0,5,0,0
Premier League,Southampton,Samuel Edozie,2,65,0,0,1,0,0.0,0.0,0,0,0,1,0,2
Premier League,Southampton,Jay Robinson,2,36,0,0,0,0,0.0,0.0,0,0,0,1,0,1
Premier League,Southampton,Samuel Amo-Ameyaw,2,28,0,0,1,0,0.0,0.0,0,0,0,0,0,1
Premier League,Southampton,Ronnie Edwards,1,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Premier League,Southampton,Carlos Alcaraz,1,10,0,0,0,0,0.1,0.0,0,0,0,0,1,1
Premier League,Southampton,Joe O'Brien-Whitmarsh,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Amir Rrahmani,35,3136,1,2,2,0,2.6,0.0,0,0,0,28,25,38
Serie A,Napoli,Giovanni Di Lorenzo,34,3060,3,2,5,0,2.7,0.0,0,0,0,43,29,45
Serie A,Napoli,Romelu Lukaku,33,2599,12,10,3,0,11.9,0.0,0,0,0,2,1,40
Serie A,Napoli,Alex Meret,31,2735,0,0,0,0,0.0,0.0,0,0,0,0,0,1
Serie A,Napoli,Matteo Politano,34,2578,3,3,2,0,2.9,0.0,0,0,0,15,12,12
Serie A,Napoli,Scott McTominay,31,2668,11,2,3,0,6.9,0.0,0,0,0,23,23,41
Serie A,Napoli,Stanislav Lobotka,31,2624,0,1,3,0,0.3,0.0,0,0,0,30,21,24
Serie A,Napoli,Andre-Frank Zambo Anguissa,32,2588,6,4,5,0,3.9,0.0,0,0,0,25,32,32
Serie A,Napoli,Mathías Olivera,29,2100,0,2,4,0,1.1,0.0,0,0,0,33,28,28
Serie A,Napoli,Alessandro Buongiorno,22,1924,1,0,2,0,0.8,0.0,0,0,0,23,35,17
Serie A,Napoli,Khvicha Kvaratskhelia,17,1178,5,3,1,0,4.1,0.0,0,0,0,9,4,12
Serie A,Napoli,Leonardo Spinazzola,24,1258,1,1,1,0,0.4,0.0,0,0,0,10,8,5
Serie A,Napoli,David Neres,25,1228,2,4,1,0,2.0,0.0,0,0,0,10,7,14
Serie A,Napoli,Juan Jesus,15,1074,0,1,2,0,0.3,0.0,0,0,0,14,9,14
Serie A,Napoli,Billy Gilmour,23,941,0,1,0,0,0.2,0.0,0,0,0,11,6,12
Serie A,Napoli,Giacomo Raspadori,23,872,5,1,1,0,3.5,0.0,0,0,0,7,2,8
Serie A,Napoli,Pasquale Mazzocchi,18,691,0,0,2,0,0.3,0.0,0,0,0,7,5,7
Serie A,Napoli,Elia Caprile,4,325,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Giovanni Simeone,28,393,1,1,1,0,2.6,0.0,0,0,0,0,1,5
Serie A,Napoli,Cyril Ngonge,16,199,0,0,2,0,0.7,0.0,0,0,0,5,1,7
Serie A,Napoli,Philip Billing,7,158,1,0,0,0,1.5,0.0,0,0,0,6,4,5
Serie A,Napoli,Rafa Marín,4,142,0,0,1,0,0.2,0.0,0,0,0,0,1,2
Serie A,Napoli,Simone Scuffet,1,90,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Noah Okafor,4,40,0,0,0,0,0.0,0.0,0,0,0,2,0,2
Serie A,Napoli,Michael Folorunsho,6,35,0,0,0,0,0.1,0.0,0,0,0,2,1,2
Serie A,Napoli,Walid Cheddira,1,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Alessio Zerbin,2,2,0,0,0,0,0.0,0.0,0,0,0,1,0,0
Serie A,Napoli,Nikita Contini Baranovsky,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Mattia Esposito,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Gianluca Gaetano,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Francesco Gioielli,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Luis Hasa,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Gennaro Iaccarino,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Francesco Mezzoni,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Coli Saco,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Napoli,Claudio Turi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Yann Sommer,31,2790,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Lautaro Martínez,31,2564,12,3,1,0,13.5,0.0,0,0,0,16,10,41
Serie A,Inter,Henrikh Mkhitaryan,31,2307,1,4,4,0,1.5,0.0,0,0,0,23,17,30
Serie A,Inter,Alessandro Bastoni,31,2234,1,4,6,1,0.8,0.0,0,0,0,20,21,42
Serie A,Inter,Nicolò Barella,30,2343,3,6,4,0,2.1,0.0,0,0,0,30,10,25
Serie A,Inter,Federico Dimarco,30,2006,4,7,3,0,2.9,0.0,0,0,0,13,12,19
Serie A,Inter,Marcus Thuram,31,2200,14,4,1,0,9.8,0.0,0,0,0,10,3,26
Serie A,Inter,Hakan Çalhanoğlu,26,1770,5,4,3,0,4.1,0.0,0,0,0,21,17,20
Serie A,Inter,Denzel Dumfries,26,1789,6,2,4,0,5.1,0.0,0,0,0,18,6,53
Serie A,Inter,Francesco Acerbi,20,1577,0,1,0,0,0.3,0.0,0,0,0,19,26,11
Serie A,Inter,Matteo Darmian,27,1601,3,2,3,0,1.5,0.0,0,0,0,15,7,26
Serie A,Inter,Benjamin Pavard,23,1584,0,1,4,0,0.5,0.0,0,0,0,16,16,18
Serie A,Inter,Stefan de Vrij,24,1546,2,0,1,0,1.0,0.0,0,0,0,10,21,5
Serie A,Inter,Yann Aurel Bisseck,24,1449,2,2,3,0,2.4,0.0,0,0,0,11,15,12
Serie A,Inter,Carlos Augusto,26,1533,3,2,0,0,2.1,0.0,0,0,0,12,8,8
Serie A,Inter,Davide Frattesi,28,1225,5,1,1,0,4.0,0.0,0,0,0,8,5,11
Serie A,Inter,Kristjan Asllani,20,808,1,2,4,0,1.6,0.0,0,0,0,2,7,8
Serie A,Inter,Piotr Zieliński,24,918,2,2,0,0,2.6,0.0,0,0,0,9,6,9
Serie A,Inter,Marko Arnautović,16,530,4,2,1,0,3.3,0.0,0,0,0,6,1,4
Serie A,Inter,Mehdi Taremi,23,599,1,1,1,0,2.9,0.0,0,0,0,1,0,8
Serie A,Inter,Joaquín Correa,16,516,1,2,3,0,1.0,0.0,0,0,0,3,0,6
Serie A,Inter,Josep Martinez,4,360,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Nicola Zalewski,8,294,0,1,2,0,0.1,0.0,0,0,0,2,2,3
Serie A,Inter,Tajon Buchanan,6,95,0,0,0,0,0.0,0.0,0,0,0,0,0,2
Serie A,Inter,Tomás Palacios,2,11,0,0,0,0,0.0,0.0,0,0,0,0,1,0
Serie A,Inter,Mike Aidoo,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Christos Alexiou,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Thomas Berenbruch,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Alessandro Calligaris,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Matteo Cocchi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Giacomo De Pieri,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Raffaele Di Gennaro,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Alessandro Fontanarosa,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Matteo Motta,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Gabriele Re Cecconi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Matteo Spinaccè,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Alain Taho,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Luka Topalović,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Inter,Mattia Zanchetta,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Marco Carnesecchi,32,2880,0,0,1,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Marten de Roon,34,2878,4,3,5,0,0.9,0.0,0,0,0,42,44,46
Serie A,Atalanta,Éderson,34,2745,4,1,5,1,4.0,0.0,0,0,0,30,35,31
Serie A,Atalanta,Berat Djimsiti,32,2460,1,2,4,0,2.6,0.0,0,0,0,30,36,18
Serie A,Atalanta,Mateo Retegui,33,2116,24,7,3,0,17.5,0.0,0,0,0,9,2,27
Serie A,Atalanta,Ademola Lookman,29,2115,14,5,4,0,9.9,0.0,0,0,0,14,2,30
Serie A,Atalanta,Isak Hien,29,2237,0,0,10,0,1.0,0.0,0,0,0,28,29,33
Serie A,Atalanta,Raoul Bellanova,31,2215,0,8,3,0,1.0,0.0,0,0,0,13,18,14
Serie A,Atalanta,Davide Zappacosta,28,1960,4,2,3,0,2.1,0.0,0,0,0,16,11,17
Serie A,Atalanta,Sead Kolašinac,23,1903,0,2,7,0,0.8,0.0,0,0,0,26,25,38
Serie A,Atalanta,Charles De Ketelaere,33,1896,7,5,1,0,5.7,0.0,0,0,0,8,3,21
Serie A,Atalanta,Mario Pašalić,31,1850,3,4,1,0,6.6,0.0,0,0,0,15,12,17
Serie A,Atalanta,Matteo Ruggeri,27,1597,0,2,2,0,0.2,0.0,0,0,0,23,16,11
Serie A,Atalanta,Odilon Kossounou,15,855,0,0,1,0,0.5,0.0,0,0,0,7,9,12
Serie A,Atalanta,Marco Brescianini,26,861,4,2,1,0,3.1,0.0,0,0,0,10,2,19
Serie A,Atalanta,Juan Cuadrado,22,813,0,2,3,0,0.9,0.0,0,0,0,9,7,9
Serie A,Atalanta,Lazar Samardzic,29,1056,2,1,3,0,1.9,0.0,0,0,0,12,2,16
Serie A,Atalanta,Stefan Posch,4,342,0,0,0,0,0.2,0.0,0,0,0,10,4,10
Serie A,Atalanta,Giorgio Scalvini,6,272,0,0,2,0,0.1,0.0,0,0,0,4,4,7
Serie A,Atalanta,Rafael Tolói,11,468,0,0,1,0,0.1,0.0,0,0,0,5,8,6
Serie A,Atalanta,Rui Patrício,2,180,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Ibrahim Sulemana,6,123,0,0,1,0,0.0,0.0,0,0,0,2,0,2
Serie A,Atalanta,Juan Musso,1,90,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Nicolò Zaniolo,14,356,2,2,4,0,0.9,0.0,0,0,0,0,1,9
Serie A,Atalanta,Daniel Maldini,7,137,0,0,0,0,0.6,0.0,0,0,0,1,0,1
Serie A,Atalanta,Marco Palestra,7,104,0,0,0,0,0.0,0.0,0,0,0,4,0,1
Serie A,Atalanta,Vanja Vlahović,3,60,0,0,0,0,0.2,0.0,0,0,0,1,0,0
Serie A,Atalanta,Ben Godfrey,1,23,0,0,0,0,0.0,0.0,0,0,0,0,0,1
Serie A,Atalanta,Mitchel Bakker,1,22,0,0,0,0,0.0,0.0,0,0,0,0,0,1
Serie A,Atalanta,Federico Cassa,2,14,0,0,0,0,0.0,0.0,0,0,0,0,0,2
Serie A,Atalanta,Alberto Manzoni,1,6,0,0,0,0,0.1,0.0,0,0,0,0,0,1
Serie A,Atalanta,Gianluca Scamacca,1,6,0,0,0,0,0.1,0.0,0,0,0,0,0,0
Serie A,Atalanta,Lorenzo Bernasconi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Pietro Comi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Tommaso Del Lungo,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Relja Obrić,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Lorenzo Riccio,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Francesco Rossi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Federico Steffanoni,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Pietro Tornaghi,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Dominic Vavassori,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Atalanta,Paolo Vismara,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Manuel Locatelli,33,2552,1,2,8,0,0.9,0.0,0,0,0,47,22,44
Serie A,Juventus,Michele Di Gregorio,30,2700,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Kenan Yıldız,33,2223,6,2,2,1,4.2,0.0,0,0,0,28,5,24
Serie A,Juventus,Federico Gatti,28,2185,1,0,2,0,2.5,0.0,0,0,0,23,18,20
Serie A,Juventus,Weston McKennie,29,2125,2,3,2,0,2.7,0.0,0,0,0,12,12,29
Serie A,Juventus,Pierre Kalulu,28,2278,1,0,2,0,0.7,0.0,0,0,0,24,17,25
Serie A,Juventus,Khéphren Thuram,33,2146,4,5,4,0,3.4,0.0,0,0,0,18,11,33
Serie A,Juventus,Andrea Cambiaso,31,2075,2,2,4,0,0.6,0.0,0,0,0,26,14,26
Serie A,Juventus,Teun Koopmeiners,28,1994,3,3,3,0,3.9,0.0,0,0,0,16,8,32
Serie A,Juventus,Dušan Vlahović,26,1746,9,4,3,0,12.0,0.0,0,0,0,1,1,25
Serie A,Juventus,Nicolás González,23,1535,2,2,2,0,3.4,0.0,0,0,0,12,7,26
Serie A,Juventus,Nicolò Savona,26,1544,2,1,4,0,0.5,0.0,0,0,0,13,10,12
Serie A,Juventus,Timothy Weah,27,1519,5,2,4,0,3.4,0.0,0,0,0,18,12,19
Serie A,Juventus,Francisco Conceição,23,1126,3,3,5,1,1.8,0.0,0,0,0,9,4,20
Serie A,Juventus,Randal Kolo Muani,13,938,6,1,0,0,3.5,0.0,0,0,0,6,1,23
Serie A,Juventus,Renato Veiga,10,868,0,1,2,0,0.7,0.0,0,0,0,11,13,7
Serie A,Juventus,Lloyd Kelly,10,833,0,0,1,0,0.4,0.0,0,0,0,8,1,11
Serie A,Juventus,Samuel Mbangula,22,708,3,3,1,0,0.6,0.0,0,0,0,10,3,6
Serie A,Juventus,Danilo,12,581,0,1,2,0,0.1,0.0,0,0,0,4,9,11
Serie A,Juventus,Gleison Bremer,6,540,0,0,2,0,0.1,0.0,0,0,0,7,6,9
Serie A,Juventus,Juan David Cabal,7,460,0,0,0,0,0.1,0.0,0,0,0,4,2,7
Serie A,Juventus,Nicolò Fagioli,17,571,0,0,4,0,0.6,0.0,0,0,0,10,2,11
Serie A,Juventus,Mattia Perin,5,450,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Douglas Luiz,17,507,0,0,2,0,0.6,0.0,0,0,0,8,2,13
Serie A,Juventus,Jonas Rouhi,5,210,0,0,0,0,0.0,0.0,0,0,0,1,3,4
Serie A,Juventus,Alberto costa,6,144,0,0,2,0,0.5,0.0,0,0,0,5,1,5
Serie A,Juventus,Vasilije Adžić,4,31,0,0,0,0,0.0,0.0,0,0,0,2,0,1
Serie A,Juventus,Diego Pugno,1,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Lorenzo Anghelè,1,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Giovanni Daffara,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Javier Gil,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Alfonso Montero,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Augusto Owusu,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Filippo Pagnucco,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Christos Papadopoulos,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Carlo Pinsoglio,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Juventus,Niccolò Rizzo,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
Serie A,Roma,Obite N'Dicka,35,3150,0,1,2,0,0.9,0.0,0,0,0,24,32,33
Serie A,Roma,Mile Svilar,35,3150,0,0,1,0,0.0,0.0,0,0,0,0,0,0
Serie A,Roma,Angeliño,35,2907,2,1,1,0,1.2,0.0,0,0,0,23,26,29
Serie A,Roma,Gianluca Mancini,34,2873,1,0,7,0,1.4,0.0,0,0,0,23,34,43
Serie A,Roma,Manu Koné,31,2308,2,1,6,0,3.0,0.0,0,0,0,22,19,26
Serie A,Roma,Artem Dovbyk,31,2333,12,2,0,0,11.9,0.0,0,0,0,2,2,29
Serie A,Roma,Zeki Çelik,28,1987,0,2,3,0,0.6,0.0,0,0,0,34,12,28
Serie A,Roma,Bryan Cristante,27,1775,2,2,7,0,1.6,0.0,0,0,0,26,16,28
Serie A,Roma,Lorenzo Pellegrini,25,1626,2,1,4,0,4.7,0.0,0,0,0,16,6,26
Serie A,Roma,Matìas Soulé,24,1525,5,2,3,0,2.8,0.0,0,0,0,15,8,12
Serie A,Roma,Paulo Dybala,24,1417,6,3,2,0,6.4,0.0,0,0,0,7,2,6
Serie A,Roma,Alexis Saelemaekers,19,1212,6,3,4,0,1.9,0.0,0,0,0,17,7,13
Serie A,Roma,Leandro Paredes,20,1207,1,1,4,0,1.3,0.0,0,0,0,14,19,14
Serie A,Roma,Stephan El Shaarawy,28,1066,3,3,2,0,2.4,0.0,0,0,0,12,10,7
Serie A,Roma,Niccolò Pisilli,26,1211,2,1,7,0,2.5,0.0,0,0,0,10,11,17
Serie A,Roma,Mats Hummels,13,914,0,0,1,0,0.5,0.0,0,0,0,15,26,9
Serie A,Roma,Eldor Shomurodov,24,859,4,4,1,0,4.7,0.0,0,0,0,4,2,10
Serie A,Roma,Tommaso Baldanzi,28,818,1,1,2,0,1.4,0.0,0,0,0,4,6,6
Serie A,Roma,Nicola Zalewski,12,533,0,0,0,0,0.3,0.0,0,0,0,6,4,2
