Player;Team;Pos;player_score;Player_URL
Tommaso Pobega;Bologna;MF;0.3497444005735448;https://fbref.com/en/players/55a1cac2/Tommaso-Pobega
Lorenzo De Silvestri;Bologna;DF;0.6921106005019615;https://fbref.com/en/players/e74f0e59/Lorenzo-De-Silvestri
Emil Holm;Bologna;DF;0.7261123001867624;https://fbref.com/en/players/c2357b65/Emil-Holm
Thijs Dallinga;Bologna;FW;0.08227016634584453;https://fbref.com/en/players/b70afb45/Thijs-Dallinga
Federico Ravaglia;Bologna;GK;0.30644155158373576;https://fbref.com/en/players/6662d731/Federico-Ravaglia
Charalambos Lykogiannis;Bologna;DF;0.7057112803758818;https://fbref.com/en/players/5efc5389/Charalambos-Lykogiannis
Giovanni Fabbian;Bologna;MF;0.16082760478353567;https://fbref.com/en/players/f97f9188/Giovanni-Fabbian
Lewis Ferguson;Bologna;MF;0.15102862024558322;https://fbref.com/en/players/ee64a822/Lewis-Ferguson
Michel Aebischer;Bologna;MF;0.12798341776065633;https://fbref.com/en/players/f9c927de/Michel-Aebischer
Nicolò Casale;Bologna;DF;0.701787039820398;https://fbref.com/en/players/3f5f38fb/Nicolo-Casale
Stefan Posch;Bologna;DF;0.6888282881854919;https://fbref.com/en/players/7f609bfc/Stefan-Posch
Davide Calabria;Bologna;DF;0.6540141626307047;https://fbref.com/en/players/2146785a/Davide-Calabria
Martin Erlic;Bologna;DF;0.6406165892242808;https://fbref.com/en/players/0fee6bda/Martin-Erlic
Nicolò Cambiaghi;Bologna;FW;0.1058013261283536;https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi
Jesper Karlsson;Bologna;FW;0.07341618965763383;https://fbref.com/en/players/7952d0c2/Jesper-Karlsson
Kacper Urbanski;Bologna;MF;0.0581701669581222;https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski
Samuel Iling-Junior;Bologna;FW;0.08248485323130783;https://fbref.com/en/players/ba492306/Samuel-Iling-Junior
Estanis;Bologna;FW;0.04232043001047866;https://fbref.com/en/players/ace50e9f/Estanis
Oussama El Azzouzi;Bologna;MF;0.021219070871187757;https://fbref.com/en/players/85f476cc/Oussama-El-Azzouzi
David de Gea;Fiorentina;GK;0.914253824491541;https://fbref.com/en/players/7ba6d84e/David-de-Gea
Dodô;Fiorentina;DF;0.8335649813369763;https://fbref.com/en/players/b5f7d10b/Dodo
Luca Ranieri;Fiorentina;DF;0.779804190080309;https://fbref.com/en/players/8c63fae5/Luca-Ranieri
Moise Kean;Fiorentina;FW;0.5081125129592595;https://fbref.com/en/players/3d50bcdb/Moise-Kean
Robin Gosens;Fiorentina;DF;0.759841992040946;https://fbref.com/en/players/2d970560/Robin-Gosens
Danilo Cataldi;Fiorentina;MF;0.39786823879977956;https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi
Pietro Comuzzo;Fiorentina;DF;0.7870107429522623;https://fbref.com/en/players/5e3ecc35/Pietro-Comuzzo
Lucas Beltrán;Fiorentina;MF;0.34221460478322596;https://fbref.com/en/players/482d2bc3/Lucas-Beltran
Rolando Mandragora;Fiorentina;MF;0.36184557135611295;https://fbref.com/en/players/c7259b83/Rolando-Mandragora
Andrea Colpani;Fiorentina;FW;0.09414677978978961;https://fbref.com/en/players/6499048c/Andrea-Colpani
Albert Guðmundsson;Fiorentina;FW;0.233644257667867;https://fbref.com/en/players/b79858d5/Albert-Gudmundsson
Yacine Adli;Fiorentina;MF;0.4142035132705258;https://fbref.com/en/players/26777636/Yacine-Adli
Marin Pongračić;Fiorentina;DF;0.693089840312848;https://fbref.com/en/players/2a6cd437/Marin-Pongracic
Edoardo Bove;Fiorentina;MF;0.23852655643745316;https://fbref.com/en/players/ae94a6c5/Edoardo-Bove
Fabiano Parisi;Fiorentina;DF;0.721103625930675;https://fbref.com/en/players/0967845b/Fabiano-Parisi
Pablo Marí;Fiorentina;DF;0.7128489318847142;https://fbref.com/en/players/aa54ec6f/Pablo-Mari
Riccardo Sottil;Fiorentina;FW;0.08118834728998242;https://fbref.com/en/players/94816803/Riccardo-Sottil
Amir Richardson;Fiorentina;MF;0.11201336522947136;https://fbref.com/en/players/2b7cdb79/Amir-Richardson
Nicolò Fagioli;Fiorentina;MF;0.1481932869057844;https://fbref.com/en/players/366be751/Nicolo-Fagioli
Michael Folorunsho;Fiorentina;FW;0.03325176643680466;https://fbref.com/en/players/c391a179/Michael-Folorunsho
Christian Kouamé;Fiorentina;FW;0.03800103621126192;https://fbref.com/en/players/58e933d2/Christian-Kouame
Cristiano Biraghi;Fiorentina;DF;0.6417989355026639;https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi
Lucas Martínez Quarta;Fiorentina;DF;0.6438626090141542;https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta
Nicolò Zaniolo;Fiorentina;FW;0.03325176643680466;https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo
Cher Ndour;Fiorentina;MF;0.021219070871187757;https://fbref.com/en/players/3b88609d/Cher-Ndour
Pietro Terracciano;Fiorentina;GK;0.08542540948152644;https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano
Sofyan Amrabat;Fiorentina;MF;0.010721034191182175;https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat
Matias Moreno;Fiorentina;DF;0.6366560561422008;https://fbref.com/en/players/4637e608/Matias-Moreno
Jonathan Ikone;Fiorentina;FW;0.03174032250785899;https://fbref.com/en/players/42eaa028/Jonathan-Ikone
Michael Kayode;Fiorentina;DF;0.6255252627147637;https://fbref.com/en/players/e19660a8/Michael-Kayode
Antonín Barák;Fiorentina;MF;0.0;https://fbref.com/en/players/01efac19/Antonin-Barak
Alessandro Bianco;Fiorentina;MF;0.0;https://fbref.com/en/players/d65cf468/Alessandro-Bianco
Maat Daniel Caprini;Fiorentina;FW;0.04383187393942432;https://fbref.com/en/players/183934cd/Maat-Daniel-Caprini
Tommaso Rubino;Fiorentina;MF;0.0;https://fbref.com/en/players/cf5bf6c7/Tommaso-Rubino
Mike Maignan;Milan;GK;0.9599814425313521;https://fbref.com/en/players/fcb38f57/Mike-Maignan
Tijjani Reijnders;Milan;MF;0.8183420640521709;https://fbref.com/en/players/afb61630/Tijjani-Reijnders
Theo Hernández;Milan;DF;0.7207627764698249;https://fbref.com/en/players/d4c9725f/Theo-Hernandez
Youssouf Fofana;Milan;MF;0.5826002903314004;https://fbref.com/en/players/822d51d7/Youssouf-Fofana
Christian Pulisic;Milan;FW;0.4059569990940616;https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
Rafael Leão;Milan;FW;0.3457065486017805;https://fbref.com/en/players/20730eae/Rafael-Leao
Matteo Gabbia;Milan;DF;0.6700811910621305;https://fbref.com/en/players/c235e803/Matteo-Gabbia
Malick Thiaw;Milan;DF;0.6863548638500307;https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw
Strahinja Pavlović;Milan;DF;0.7205596700023283;https://fbref.com/en/players/25146df0/Strahinja-Pavlovic
Yunus Musah;Milan;MF;0.22826654707288582;https://fbref.com/en/players/b51b1b9c/Yunus-Musah
Fikayo Tomori;Milan;DF;0.7071620965959045;https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori
Emerson;Milan;DF;0.7065527771934148;https://fbref.com/en/players/df8b52a5/Emerson
Álvaro Morata;Milan;FW;0.1857076768146892;https://fbref.com/en/players/129af0db/Alvaro-Morata
Tammy Abraham;Milan;FW;0.10019280660772924;https://fbref.com/en/players/f586779e/Tammy-Abraham
Alejandro Jiménez;Milan;DF;0.6772877439340839;https://fbref.com/en/players/faa13947/Alejandro-Jimenez
Samuel Chukwueze;Milan;FW;0.13733409086851012;https://fbref.com/en/players/b8a642fc/Samuel-Chukwueze
Ruben Loftus-Cheek;Milan;MF;0.06935222597591925;https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek
Kyle Walker;Milan;DF;0.6398006254653167;https://fbref.com/en/players/86dd77d1/Kyle-Walker
Santiago Giménez;Milan;FW;0.19369477243465805;https://fbref.com/en/players/37337aea/Santiago-Gimenez
Filippo Terracciano;Milan;DF;0.6187902862519465;https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano
João Félix;Milan;MF;0.03216310257354652;https://fbref.com/en/players/8aafd64f/Joao-Felix
Noah Okafor;Milan;FW;0.061324638226068505;https://fbref.com/en/players/ca607d59/Noah-Okafor
Luka Jović;Milan;FW;0.08939751001533236;https://fbref.com/en/players/4d8cd038/Luka-Jovic
Davide Calabria;Milan;DF;0.6305303990818731;https://fbref.com/en/players/2146785a/Davide-Calabria
Ismaël Bennacer;Milan;MF;0.053270674689145994;https://fbref.com/en/players/db092d3b/Ismael-Bennacer
Warren Bondo;Milan;MF;0.01608155128677326;https://fbref.com/en/players/0def2376/Warren-Bondo
Francesco Camarda;Milan;FW;0.03778609822364166;https://fbref.com/en/players/1956a64b/Francesco-Camarda
Marco Sportiello;Milan;GK;0.03969609896850838;https://fbref.com/en/players/ac4003af/Marco-Sportiello
Riccardo Sottil;Milan;FW;0.04080898608153299;https://fbref.com/en/players/94816803/Riccardo-Sottil
Alexis Saelemaekers;Milan;DF;0.5837730542296626;https://fbref.com/en/players/ee251371/Alexis-Saelemaekers
Mattia Liberali;Milan;MF;0.0053605170955910875;https://fbref.com/en/players/775f4a87/Mattia-Liberali
Davide Bartesaghi;Milan;DF;0.5885097206551326;https://fbref.com/en/players/7e0b6c50/Davide-Bartesaghi
Kevin Zeroli;Milan;MF;0.0053605170955910875;https://fbref.com/en/players/7d6d4395/Kevin-Zeroli
Bob Murphy Omoregbe;Milan;MF;0.0;https://fbref.com/en/players/b04364ed/Bob-Murphy-Omoregbe
Gabriel Strefezza;Como;FW;0.23342219056248592;https://fbref.com/en/players/ac4a4508/Gabriel-Strefezza
Marc-Oliver Kempf;Como;DF;0.6833492254590912;https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf
Nicolás Paz;Como;MF;0.6976690485233885;https://fbref.com/en/players/01bb93d5/Nicolas-Paz
Lucas Da Cunha;Como;MF;0.39194451500048205;https://fbref.com/en/players/007faf7a/Lucas-Da-Cunha
Edoardo Goldaniga;Como;DF;0.6621357797782242;https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga
Patrick Cutrone;Como;FW;0.23580051555967346;https://fbref.com/en/players/a4fe8cda/Patrick-Cutrone
Alberto Dossena;Como;DF;0.6407192276298609;https://fbref.com/en/players/61efb926/Alberto-Dossena
Alberto Moreno;Como;DF;0.5824248764152201;https://fbref.com/en/players/11b9265b/Alberto-Moreno
Alieu Fadera;Como;FW;0.0921983307678426;https://fbref.com/en/players/53210e42/Alieu-Fadera
Máximo Perrone;Como;MF;0.36652500400237115;https://fbref.com/en/players/53552942/Maximo-Perrone
Jean Butez;Como;GK;0.4855389432098796;https://fbref.com/en/players/7f40333d/Jean-Butez
Assane Diao;Como;FW;0.31548454803847104;https://fbref.com/en/players/8ae7d0ec/Assane-Diao
Ignace Van Der Brempt;Como;DF;0.6230238095694849;https://fbref.com/en/players/2bf50b37/Ignace-Van-Der-Brempt
Maxence Caqueret;Como;MF;0.24105174019324543;https://fbref.com/en/players/f81ef10d/Maxence-Caqueret
Yannik Engelhardt;Como;MF;0.2200463499547376;https://fbref.com/en/players/fac66db3/Yannik-Engelhardt
Pepe Reina;Como;GK;0.28547691200056574;https://fbref.com/en/players/e358587b/Pepe-Reina
Álex Valle;Como;DF;0.5445315450114598;https://fbref.com/en/players/97022551/Alex-Valle
Emil Audero;Como;GK;0.2283163316550475;https://fbref.com/en/players/649b01d8/Emil-Audero
Sergi Roberto;Como;MF;0.16712520133661818;https://fbref.com/en/players/335fa267/Sergi-Roberto
Andrea Belotti;Como;FW;0.08637462215744102;https://fbref.com/en/players/d705ba44/Andrea-Belotti
Ivan Smolčić;Como;DF;0.5589446507553666;https://fbref.com/en/players/08e57960/Ivan-Smolcic
Mërgim Vojvoda;Como;DF;0.5097174194566727;https://fbref.com/en/players/be2706c0/Mergim-Vojvoda
Jonathan Ikone;Como;FW;0.09695472966006068;https://fbref.com/en/players/42eaa028/Jonathan-Ikone
Federico Barba;Como;DF;0.5146571923496392;https://fbref.com/en/players/c010b898/Federico-Barba
Anastasios Douvikas;Como;FW;0.10472688729240927;https://fbref.com/en/players/853ca71c/Anastasios-Douvikas
Alessio Iovine;Como;DF;0.5099205259241693;https://fbref.com/en/players/083d7173/Alessio-Iovine
Luca Mazzitelli;Como;MF;0.118977016427625;https://fbref.com/en/players/dc61b402/Luca-Mazzitelli
Matthias Braunöder;Como;MF;0.04266113925355211;https://fbref.com/en/players/bce728e1/Matthias-Braunoder
Marco Sala;Como;DF;0.5095143129891762;https://fbref.com/en/players/0c57be8b/Marco-Sala
Fellipe Jack;Como;DF;0.5191907523076127;https://fbref.com/en/players/cace4967/Fellipe-Jack
Daniele Baselli;Como;MF;0.010609535435593878;https://fbref.com/en/players/ea06dd97/Daniele-Baselli
Alessandro Gabrielloni;Como;FW;0.09025701086365642;https://fbref.com/en/players/181cb492/Alessandro-Gabrielloni
Simone Verdi;Como;MF;0.010721034191182175;https://fbref.com/en/players/0375723e/Simone-Verdi
Alberto Cerri;Como;FW;0.02871743464996766;https://fbref.com/en/players/1079c685/Alberto-Cerri
Ben Lhassine Kone;Como;MF;0.021330569626776055;https://fbref.com/en/players/7452c7a8/Ben-Lhassine-Kone
Ali Jasim;Como;FW;0.04383187393942432;https://fbref.com/en/players/1a927a6f/Ali-Jasim
Dele Alli;Como;MF;0.0;https://fbref.com/en/players/cea4ee8f/Dele-Alli
Oliver Abildgaard;Como;MF;0.0;https://fbref.com/en/players/8f5cdf66/Oliver-Abildgaard
Vanja Milinković-Savić;Torino;GK;0.971413883662239;https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic
Saúl Coco;Torino;DF;0.7527695857691457;https://fbref.com/en/players/d0ee1652/Saul-Coco
Samuele Ricci;Torino;MF;0.4167130011577834;https://fbref.com/en/players/9823be92/Samuele-Ricci
Che Adams;Torino;FW;0.31375841722406206;https://fbref.com/en/players/f2bf1b0f/Che-Adams
Guillermo Maripán;Torino;DF;0.7391689058952252;https://fbref.com/en/players/d9764034/Guillermo-Maripan
Valentino Lazaro;Torino;DF;0.586141226171184;https://fbref.com/en/players/016ff750/Valentino-Lazaro
Nikola Vlašić;Torino;MF;0.43278590163033304;https://fbref.com/en/players/aa8e289e/Nikola-Vlasic
Sebastian Walukiewicz;Torino;DF;0.6444355773858248;https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz
Karol Linetty;Torino;MF;0.27683638032147384;https://fbref.com/en/players/d023d70f/Karol-Linetty
Adam Masina;Torino;DF;0.6615216760437113;https://fbref.com/en/players/de0f152c/Adam-Masina
Antonio Sanabria;Torino;FW;0.09112389193189827;https://fbref.com/en/players/0a447501/Antonio-Sanabria
Marcus Pedersen;Torino;DF;0.5935508855106337;https://fbref.com/en/players/596cc50e/Marcus-Pedersen
Borna Sosa;Torino;DF;0.623222131704958;https://fbref.com/en/players/af0d79a9/Borna-Sosa
Gvidas Gineitis;Torino;MF;0.33102616677539093;https://fbref.com/en/players/548bd0de/Gvidas-Gineitis
Mërgim Vojvoda;Torino;DF;0.5696644469157872;https://fbref.com/en/players/be2706c0/Mergim-Vojvoda
Cesare Casadei;Torino;MF;0.12947505310763058;https://fbref.com/en/players/fb920f3a/Cesare-Casadei
Yann Karamoh;Torino;MF;0.07130488614950838;https://fbref.com/en/players/8b66d9cc/Yann-Karamoh
Cristiano Biraghi;Torino;DF;0.5721343333622705;https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi
Elif Elmas;Torino;FW;0.186352239675393;https://fbref.com/en/players/cf007308/Elif-Elmas
Ivan Ilić;Torino;MF;0.08999877326490385;https://fbref.com/en/players/bb376bed/Ivan-Ilic
Adrien Tameze;Torino;MF;0.11681638854712098;https://fbref.com/en/players/8da74c05/Adrien-Tameze
Duván Zapata;Torino;FW;0.11293605001775922;https://fbref.com/en/players/d3de9af0/Duvan-Zapata
Ali Dembélé;Torino;DF;0.5229071020635766;https://fbref.com/en/players/eb3df7d9/Ali-Dembele
Alberto Paleari;Torino;GK;0.02826430796118801;https://fbref.com/en/players/94a3606c/Alberto-Paleari
Raoul Bellanova;Torino;DF;0.5138399821476296;https://fbref.com/en/players/e3756e72/Raoul-Bellanova
Eybi Nije;Torino;FW;0.061324638226068505;https://fbref.com/en/players/15918c9c/Eybi-Nije
Sergiu Perciun;Torino;FW;0.04383187393942432;https://fbref.com/en/players/21929f91/Sergiu-Perciun
Saba Sazonov;Torino;DF;0.5138399821476296;https://fbref.com/en/players/645dffbf/Saba-Sazonov
Aaron Ciammaglichella;Torino;MF;0.0;https://fbref.com/en/players/20525799/Aaron-Ciammaglichella
Jesper Karlström;Udinese;MF;0.5844107260766047;https://fbref.com/en/players/e0a1f4eb/Jesper-Karlstrom
Jaka Bijol;Udinese;DF;0.6808522321745725;https://fbref.com/en/players/6fdac234/Jaka-Bijol
Sandi Lovrić;Udinese;MF;0.527590636101345;https://fbref.com/en/players/966eea58/Sandi-Lovric
Kingsley Ehizibue;Udinese;DF;0.6231998091989461;https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue
Lorenzo Lucca;Udinese;FW;0.347447188753868;https://fbref.com/en/players/83c06f3a/Lorenzo-Lucca
Florian Thauvin;Udinese;FW;0.27510543793217856;https://fbref.com/en/players/2b9fdeea/Florian-Thauvin
Hassane Kamara;Udinese;DF;0.6264821215154155;https://fbref.com/en/players/19a12bed/Hassane-Kamara
Maduka Okoye;Udinese;GK;0.6284460122260185;https://fbref.com/en/players/ab5c36dd/Maduka-Okoye
Jurgen Ekkelenkamp;Udinese;MF;0.3921675125116586;https://fbref.com/en/players/73d6a176/Jurgen-Ekkelenkamp
Thomas Kristensen;Udinese;DF;0.5772548902167216;https://fbref.com/en/players/fadf9a05/Thomas-Kristensen
Oumar Solet;Udinese;DF;0.5607781109613249;https://fbref.com/en/players/0670ee51/Oumar-Solet
Martín Payero;Udinese;MF;0.25209795377269584;https://fbref.com/en/players/bdbff2b5/Martin-Payero
Jordan Zemura;Udinese;DF;0.5494442110663912;https://fbref.com/en/players/e8271ad9/Jordan-Zemura
Razvan Sava;Udinese;GK;0.34264311049842733;https://fbref.com/en/players/41efbd34/Razvan-Sava
Lautaro Gianetti;Udinese;DF;0.542643871129431;https://fbref.com/en/players/e08ac719/Lautaro-Gianetti
Souleymane Touré;Udinese;DF;0.505156752660664;https://fbref.com/en/players/01fd01e8/Souleymane-Toure
Arthur Atta;Udinese;MF;0.16198768175220368;https://fbref.com/en/players/d3ddf88b/Arthur-Atta
Christian Kabasele;Udinese;DF;0.5191636454695774;https://fbref.com/en/players/914ab9a1/Christian-Kabasele
Keinan Davis;Udinese;FW;0.0986811115766266;https://fbref.com/en/players/9deaf2c8/Keinan-Davis
Oier Zarraga;Udinese;MF;0.09569378662725982;https://fbref.com/en/players/968a1c2f/Oier-Zarraga
Brenner;Udinese;MF;0.11579215701679961;https://fbref.com/en/players/279508bf/Brenner
Alexis Sánchez;Udinese;FW;0.03325176643680466;https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez
Iker Bravo;Udinese;FW;0.1213527705108116;https://fbref.com/en/players/db8c8860/Iker-Bravo
Rui Modesto;Udinese;DF;0.5117539861301275;https://fbref.com/en/players/4f9c2d8c/Rui-Modesto
Nehuén Pérez;Udinese;DF;0.45592952136197007;https://fbref.com/en/players/f7c491f1/Nehuen-Perez
Daniele Padelli;Udinese;GK;0.02825991859807695;https://fbref.com/en/players/cf1c23d8/Daniele-Padelli
Simone Pafundi;Udinese;MF;0.01608155128677326;https://fbref.com/en/players/8daee720/Simone-Pafundi
Enzo Ebosse;Udinese;DF;0.45366274138298335;https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse
James Abankwah;Udinese;DF;0.4581963013409568;https://fbref.com/en/players/4b7a9fcc/James-Abankwah
Damián Pizarro;Udinese;FW;0.04383187393942432;https://fbref.com/en/players/464e03ef/Damian-Pizarro
Morten Frendrup;Genoa;MF;0.8621297795642884;https://fbref.com/en/players/f4d60499/Morten-Frendrup
Aarón Martín;Genoa;DF;0.7176175673843427;https://fbref.com/en/players/2f3e911a/Aaron-Martin
Johan Vásquez;Genoa;DF;0.7952321883993321;https://fbref.com/en/players/5eaed77a/Johan-Vasquez
Andrea Pinamonti;Genoa;FW;0.265606898383264;https://fbref.com/en/players/08aa9cd1/Andrea-Pinamonti
Nicola Leali;Genoa;GK;0.7999305652613146;https://fbref.com/en/players/5f9970a0/Nicola-Leali
Koni De Winter;Genoa;DF;0.675361173653581;https://fbref.com/en/players/f4797849/Koni-De-Winter
Morten Thorsby;Genoa;MF;0.2426184356972466;https://fbref.com/en/players/d1b49282/Morten-Thorsby
Fabio Miretti;Genoa;MF;0.31963042712491396;https://fbref.com/en/players/34693494/Fabio-Miretti
Stefano Sabelli;Genoa;DF;0.690822420571495;https://fbref.com/en/players/0ccac09c/Stefano-Sabelli
Milan Badelj;Genoa;MF;0.29760945617030843;https://fbref.com/en/players/e8c930bb/Milan-Badelj
Alessandro Zanoli;Genoa;FW;0.07795052144447083;https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli
Mattia Bani;Genoa;DF;0.6337467081618334;https://fbref.com/en/players/0821331c/Mattia-Bani
Patrizio Masini;Genoa;MF;0.29816694994824994;https://fbref.com/en/players/151354b8/Patrizio-Masini
Vitinha;Genoa;FW;0.08744906099338536;https://fbref.com/en/players/74d4cec6/Vitinha
Alan Matturro;Genoa;DF;0.6032630360975231;https://fbref.com/en/players/547c0119/Alan-Matturro
Alessandro Vogliacco;Genoa;DF;0.5727793640332128;https://fbref.com/en/players/6841f107/Alessandro-Vogliacco
Pierluigi Gollini;Genoa;GK;0.19974447163337303;https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini
Jeff Ekhator;Genoa;FW;0.07514257157419976;https://fbref.com/en/players/faf739d2/Jeff-Ekhator
Junior Messias;Genoa;MF;0.15616613982999772;https://fbref.com/en/players/f49c4ae9/Junior-Messias
Brooke Norton-Cuffy;Genoa;DF;0.5511597054173528;https://fbref.com/en/players/54f5b2bd/Brooke-Norton-Cuffy
Ruslan Malinovskyi;Genoa;MF;0.11100416350341169;https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi
Caleb Ekuban;Genoa;FW;0.07406100362049461;https://fbref.com/en/players/7afbd2c3/Caleb-Ekuban
Maxwel Cornet;Genoa;FW;0.11984132658186593;https://fbref.com/en/players/beb391dd/Maxwel-Cornet
Lior Kasa;Genoa;MF;0.04266113925355211;https://fbref.com/en/players/7987ef17/Lior-Kasa
Honest Ahanor;Genoa;DF;0.5301493662039827;https://fbref.com/en/players/42ff58c3/Honest-Ahanor
Jean Onana;Genoa;MF;0.05338217344473428;https://fbref.com/en/players/b5bb8188/Jean-Onana
Emil Bohinen;Genoa;MF;0.03205160381795823;https://fbref.com/en/players/c83c203f/Emil-Bohinen
Filippo Melegoni;Genoa;MF;0.03411576274713564;https://fbref.com/en/players/6604165d/Filippo-Melegoni
Alessandro Marcandalli;Genoa;DF;0.5233490262670224;https://fbref.com/en/players/d3225ad1/Alessandro-Marcandalli
Sebastian Otoa;Genoa;DF;0.5233490262670224;https://fbref.com/en/players/a214da59/Sebastian-Otoa
Lorenzo Venturino;Genoa;FW;0.03929754215258732;https://fbref.com/en/players/a5049464/Lorenzo-Venturino
Mario Balotelli;Genoa;FW;0.04383187393942432;https://fbref.com/en/players/8ff07990/Mario-Balotelli
David Akpan Ankeye;Genoa;FW;0.04383187393942432;https://fbref.com/en/players/8c4b95af/David-Akpan-Ankeye
Gastón Pereiro;Genoa;MF;0.0;https://fbref.com/en/players/7ec7738e/Gaston-Pereiro
Federico Accornero;Genoa;MF;0.0;https://fbref.com/en/players/83763653/Federico-Accornero
Sebastiano Luperto;Cagliari;DF;0.589932801458777;https://fbref.com/en/players/997fff07/Sebastiano-Luperto
Roberto Piccoli;Cagliari;FW;0.24682500837521215;https://fbref.com/en/players/1cadaf34/Roberto-Piccoli
Gabriele Zappa;Cagliari;DF;0.54297235013907;https://fbref.com/en/players/ca3db240/Gabriele-Zappa
Nadir Zortea;Cagliari;DF;0.4916814453288859;https://fbref.com/en/players/82598b71/Nadir-Zortea
Yerry Mina;Cagliari;DF;0.6062064742466773;https://fbref.com/en/players/6d5701f2/Yerry-Mina
Tommaso Augello;Cagliari;DF;0.5234163650347001;https://fbref.com/en/players/3cd3b384/Tommaso-Augello
Michel Ndary Adopo;Cagliari;MF;0.46016966150471533;https://fbref.com/en/players/599d91d0/Michel-Ndary-Adopo
Antoine Makoumbou;Cagliari;MF;0.3293358805999984;https://fbref.com/en/players/f37f3522/Antoine-Makoumbou
Zito Luvumbo;Cagliari;FW;0.11703337671159486;https://fbref.com/en/players/b09e0873/Zito-Luvumbo
Elia Caprile;Cagliari;GK;0.45695992073403185;https://fbref.com/en/players/97d7afbd/Elia-Caprile
Nicolas Viola;Cagliari;MF;0.16618812187912674;https://fbref.com/en/players/45392b06/Nicolas-Viola
Alessandro Deiola;Cagliari;MF;0.2734285233994719;https://fbref.com/en/players/7f267d66/Alessandro-Deiola
Răzvan Marin;Cagliari;MF;0.22174595300862673;https://fbref.com/en/players/7fac99d4/Razvan-Marin
Simone Scuffet;Cagliari;GK;0.37121905021575446;https://fbref.com/en/players/41bd99ea/Simone-Scuffet
Adam Obert;Cagliari;DF;0.5172253445002296;https://fbref.com/en/players/aa25ce92/Adam-Obert
José Luis Palomino;Cagliari;DF;0.5081582245842826;https://fbref.com/en/players/921f6058/Jose-Luis-Palomino
Mattia Felici;Cagliari;MF;0.2248586901508839;https://fbref.com/en/players/38aa2612/Mattia-Felici
Gianluca Gaetano;Cagliari;MF;0.2526918861491987;https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano
Matteo Prati;Cagliari;MF;0.0957088164315215;https://fbref.com/en/players/d8363914/Matteo-Prati
Alen Sherri;Cagliari;GK;0.17115701900644065;https://fbref.com/en/players/eebf35b6/Alen-Sherri
Paulo Azzi;Cagliari;DF;0.4327777747117554;https://fbref.com/en/players/967ac202/Paulo-Azzi
Florinel Coman;Cagliari;FW;0.08097340930236216;https://fbref.com/en/players/a9440c25/Florinel-Coman
Leonardo Pavoletti;Cagliari;FW;0.08335173429954967;https://fbref.com/en/players/d37b0350/Leonardo-Pavoletti
Gianluca Lapadula;Cagliari;FW;0.02267165893418499;https://fbref.com/en/players/2ead2809/Gianluca-Lapadula
Mateusz Wieteska;Cagliari;DF;0.4218500877518149;https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska
Kingstone Mutandwa;Cagliari;MF;0.0;https://fbref.com/en/players/cbe32194/Kingstone-Mutandwa
Lorenzo Montipò;Hellas Verona;GK;0.9714057730700707;https://fbref.com/en/players/c1d95617/Lorenzo-Montipo
Jackson Tchatchoua;Hellas Verona;DF;0.4637077973912137;https://fbref.com/en/players/aeca7743/Jackson-Tchatchoua
Diego Coppola;Hellas Verona;DF;0.7308216842615287;https://fbref.com/en/players/22ae86f9/Diego-Coppola
Ondrej Duda;Hellas Verona;MF;0.55200959618762;https://fbref.com/en/players/79ca3e23/Ondrej-Duda
Tomáš Suslov;Hellas Verona;MF;0.38395025328196897;https://fbref.com/en/players/83fe71b8/Tomas-Suslov
Domagoj Bradarić;Hellas Verona;DF;0.4618472303472202;https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric
Amin Sarr;Hellas Verona;FW;0.1774985140893393;https://fbref.com/en/players/d5326924/Amin-Sarr
Paweł Dawidowicz;Hellas Verona;DF;0.48573366894206677;https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz
