League;Team;Player;Player_URL;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR
Bundesliga;Eint Frankfurt;Can Uzun;https://fbref.com/en/players/1d0b134a/Can-Uzun;;MF,FW;19;19;6;645;7.2;4;1;5;4;0;0;1;0
Bundesliga;Eint Frankfurt;Niels Nkounkou;https://fbref.com/en/players/f5b281e7/Niels-Nkounkou;;DF,MF;24;12;4;382;4.2;0;0;0;0;0;0;1;0
Bundesliga;Eint Frankfurt;Mahmoud Dahoud;https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud;;MF;29;9;3;364;4.0;1;1;2;1;0;0;2;0
Bundesliga;Eint Frankfurt;Junior Dina Ebimbe;https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe;;MF,FW;24;7;3;293;3.3;0;1;1;0;0;0;0;0
Bundesliga;Eint Frankfurt;Michy Batshuayi;https://fbref.com/en/players/2973d8ff/Michy-Batshuayi;;FW;31;8;3;253;2.8;2;0;2;2;0;0;2;0
Bundesliga;Eint Frankfurt;Igor Matanovic;https://fbref.com/en/players/948e1292/Igor-Matanovic;;FW;22;16;2;312;3.5;1;0;1;1;0;0;0;0
Bundesliga;Eint Frankfurt;Elye Wahi;https://fbref.com/en/players/0d7b6576/Elye-Wahi;;FW,MF;22;7;1;194;2.2;0;0;0;0;0;0;1;0
Bundesliga;Eint Frankfurt;Aurele Amenda;https://fbref.com/en/players/1227a22d/Aurele-Amenda;;DF;21;7;1;88;1.0;0;0;0;0;0;0;1;0
Bundesliga;Eint Frankfurt;Timothy Chandler;https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler;;DF;35;3;0;24;0.3;0;0;0;0;0;0;0;0
Bundesliga;Eint Frankfurt;Eba Bekir Is;https://fbref.com/en/players/03299713/Eba-Bekir-Is;;MF;16;0;0;;;;;;;;;;
Bundesliga;Eint Frankfurt;Noah Fenyő;https://fbref.com/en/players/ef8f2990/Noah-Fenyo;;MF;19;0;0;;;;;;;;;;
Bundesliga;Eint Frankfurt;Jens Grahl;https://fbref.com/en/players/f26dee6b/Jens-Grahl;;GK;36;0;0;;;;;;;;;;
Bundesliga;Eint Frankfurt;Amil Siljević;https://fbref.com/en/players/acecfaee/Amil-Siljevic;;GK;18;0;0;;;;;;;;;;
Bundesliga;Freiburg;Ritsu Doan;https://fbref.com/en/players/d01bbb6f/Ritsu-Doan;;FW,MF;26;32;31;2,683;29.8;9;7;16;9;0;0;2;0
Bundesliga;Freiburg;Maximilian Eggestein;https://fbref.com/en/players/beb882a8/Maximilian-Eggestein;;MF;28;31;31;2,665;29.6;2;0;2;2;0;0;4;0
Bundesliga;Freiburg;Philipp Lienhart;https://fbref.com/en/players/302527b2/Philipp-Lienhart;;DF;28;30;29;2,59;28.8;1;0;1;1;0;0;4;0
Bundesliga;Freiburg;Vincenzo Grifo;https://fbref.com/en/players/54e4866f/Vincenzo-Grifo;;FW,MF;32;32;29;2,267;25.2;8;10;18;8;0;3;2;0
Bundesliga;Freiburg;Christian Günter;https://fbref.com/en/players/8593f88c/Christian-Gunter;;DF;32;27;27;2,282;25.4;2;2;4;2;0;0;0;0
Bundesliga;Freiburg;Matthias Ginter;https://fbref.com/en/players/f521b80a/Matthias-Ginter;;DF;31;30;26;2,381;26.5;2;0;2;2;0;0;5;0
Bundesliga;Freiburg;Patrick Osterhage;https://fbref.com/en/players/9662c9ec/Patrick-Osterhage;;MF;25;29;26;2,177;24.2;1;0;1;1;0;0;6;1
Bundesliga;Freiburg;Noah Atubolu;https://fbref.com/en/players/dbd1b101/Noah-Atubolu;;GK;22;24;24;2,127;23.6;0;0;0;0;0;0;2;0
Bundesliga;Freiburg;Lukas Kübler;https://fbref.com/en/players/2a29eb9b/Lukas-Kubler;;DF;32;26;22;1,803;20.0;5;1;6;5;0;0;5;0
Bundesliga;Freiburg;Lucas Höler;https://fbref.com/en/players/ca618d23/Lucas-Holer;;FW,MF;30;29;20;1,732;19.2;5;4;9;5;0;1;3;0
Bundesliga;Freiburg;Junior Adamu;https://fbref.com/en/players/82e12fe7/Junior-Adamu;;FW;23;23;17;1,383;15.4;2;1;3;2;0;0;5;1
Bundesliga;Freiburg;Eren Dinkçi;https://fbref.com/en/players/4ccd8957/Eren-Dinkci;;MF,FW;23;23;13;1,196;13.3;0;3;3;0;0;0;1;0
Bundesliga;Freiburg;Max Rosenfelder;https://fbref.com/en/players/b6ceba6b/Max-Rosenfelder;;DF;22;23;11;1,108;12.3;1;0;1;1;0;0;1;0
Bundesliga;Freiburg;Merlin Röhl;https://fbref.com/en/players/1f2c7b55/Merlin-Rohl;;MF,FW;22;18;11;956;10.6;0;1;1;0;0;0;2;0
Bundesliga;Freiburg;Kiliann Sildillia;https://fbref.com/en/players/313254a3/Kiliann-Sildillia;;DF;22;20;8;800;8.9;2;0;2;2;0;0;2;0
Bundesliga;Freiburg;Florian Müller;https://fbref.com/en/players/cbac6ec9/Florian-Muller;;GK;27;9;8;753;8.4;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Nicolas Höfler;https://fbref.com/en/players/5d8e331f/Nicolas-Hofler;;MF;35;19;7;793;8.8;0;0;0;0;0;0;3;0
Bundesliga;Freiburg;Michael Gregoritsch;https://fbref.com/en/players/8e235926/Michael-Gregoritsch;;FW;31;19;5;622;6.9;2;1;3;2;0;0;2;0
Bundesliga;Freiburg;Jordy Makengo;https://fbref.com/en/players/14b09c41/Jordy-Makengo;;DF;23;17;5;582;6.5;0;0;0;0;0;0;1;0
Bundesliga;Freiburg;Johan Manzambi;https://fbref.com/en/players/8fcf0e12/Johan-Manzambi;;FW,MF;19;9;2;209;2.3;1;1;2;1;0;0;2;0
Bundesliga;Freiburg;Jan-Niklas Beste;https://fbref.com/en/players/57382429/Jan-Niklas-Beste;;FW,MF;26;12;0;212;2.4;0;1;1;0;0;0;0;0
Bundesliga;Freiburg;Florent Muslija;https://fbref.com/en/players/ae961785/Florent-Muslija;;FW,MF;26;9;0;168;1.9;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Noah Weißhaupt;https://fbref.com/en/players/dd676a97/Noah-Weisshaupt;;FW;23;3;0;80;0.9;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Roland Sallai;https://fbref.com/en/players/bf075f6b/Roland-Sallai;;FW,MF;27;2;0;46;0.5;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Ifechukwu Ogbus;https://fbref.com/en/players/d41472b7/Ifechukwu-Ogbus;;DF;19;2;0;19;0.2;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Maximilian Philipp;https://fbref.com/en/players/061e8e23/Maximilian-Philipp;;MF,FW;31;2;0;17;0.2;0;0;0;0;0;0;0;0
Bundesliga;Freiburg;Jannik Huth;https://fbref.com/en/players/e8fd2e5b/Jannik-Huth;;GK;31;0;0;;;;;;;;;;
Bundesliga;Freiburg;Kenneth Schmidt;https://fbref.com/en/players/7d31f1cb/Kenneth-Schmidt;;DF;22;0;0;;;;;;;;;;
Bundesliga;Freiburg;Yann Sturm;https://fbref.com/en/players/8b13e9a0/Yann-Sturm;;FW;20;0;0;;;;;;;;;;
Bundesliga;Dortmund;Gregor Kobel;https://fbref.com/en/players/cd59b9df/Gregor-Kobel;;GK;27;30;30;2,7;30.0;0;0;0;0;0;0;1;0
Bundesliga;Dortmund;Serhou Guirassy;https://fbref.com/en/players/923f4dda/Serhou-Guirassy;;FW;29;28;27;2,424;26.9;19;4;23;17;2;3;4;0
Bundesliga;Dortmund;Pascal Groß;https://fbref.com/en/players/8aec0537/Pascal-Gross;;MF,DF;33;29;27;2,246;25.0;0;8;8;0;0;0;4;1
Bundesliga;Dortmund;Julian Brandt;https://fbref.com/en/players/a167537f/Julian-Brandt;;MF;29;28;26;2,133;23.7;4;8;12;4;0;0;1;0
Bundesliga;Dortmund;Julian Ryerson;https://fbref.com/en/players/009a4f60/Julian-Ryerson;;DF;27;27;25;2,083;23.1;1;3;4;1;0;0;6;1
Bundesliga;Dortmund;Emre Can;https://fbref.com/en/players/a65ce836/Emre-Can;;DF,MF;31;29;23;2,076;23.1;3;0;3;1;2;2;4;1
Bundesliga;Dortmund;Nico Schlotterbeck;https://fbref.com/en/players/34e12499/Nico-Schlotterbeck;;DF;25;23;23;1,982;22.0;0;4;4;0;0;0;7;2
Bundesliga;Dortmund;Ramy Bensebaini;https://fbref.com/en/players/378825c7/Ramy-Bensebaini;;DF;30;29;21;1,842;20.5;1;6;7;1;0;0;6;0
Bundesliga;Dortmund;Jamie Gittens;https://fbref.com/en/players/10745192/Jamie-Gittens;;FW,MF;20;30;21;1,766;19.6;8;3;11;8;0;0;3;0
Bundesliga;Dortmund;Waldemar Anton;https://fbref.com/en/players/5e66fa06/Waldemar-Anton;;DF;28;24;20;1,769;19.7;2;2;4;2;0;0;4;0
Bundesliga;Dortmund;Maximilian Beier;https://fbref.com/en/players/5db45ee5/Maximilian-Beier;;FW,MF;22;29;17;1,591;17.7;8;5;13;8;0;0;2;0
Bundesliga;Dortmund;Marcel Sabitzer;https://fbref.com/en/players/e280527c/Marcel-Sabitzer;;MF,FW;31;24;17;1,481;16.5;0;0;0;0;0;0;2;0
Bundesliga;Dortmund;Felix Nmecha;https://fbref.com/en/players/091c86e2/Felix-Nmecha;;MF;24;24;17;1,386;15.4;3;1;4;3;0;0;2;0
Bundesliga;Dortmund;Karim Adeyemi;https://fbref.com/en/players/501055d8/Karim-Adeyemi;;FW,MF;23;23;15;1,29;14.3;6;5;11;6;0;0;3;0
Bundesliga;Dortmund;Niklas Süle;https://fbref.com/en/players/e33c06cf/Niklas-Sule;;DF;29;13;10;885;9.8;0;0;0;0;0;0;1;0
Bundesliga;Dortmund;Yan Couto;https://fbref.com/en/players/1944818c/Yan-Couto;;DF,FW;22;20;8;891;9.9;0;0;0;0;0;0;5;0
Bundesliga;Dortmund;Donyell Malen;https://fbref.com/en/players/116c35df/Donyell-Malen;;FW,MF;26;14;6;614;6.8;3;0;3;3;0;0;1;0
Bundesliga;Dortmund;Daniel Svensson;https://fbref.com/en/players/124c9382/Daniel-Svensson;;DF,FW;23;10;6;601;6.7;1;2;3;1;0;0;0;0
Bundesliga;Dortmund;Salih Özcan;https://fbref.com/en/players/15413fa5/Salih-Ozcan;;MF;27;10;3;382;4.2;0;0;0;0;0;0;0;0
Bundesliga;Dortmund;Gio Reyna;https://fbref.com/en/players/7fa4e703/Gio-Reyna;;MF;22;15;3;338;3.8;2;0;2;2;0;0;3;0
Bundesliga;Dortmund;Julien Duranville;https://fbref.com/en/players/b06a7ae9/Julien-Duranville;;FW,MF;19;11;2;277;3.1;0;0;0;0;0;0;3;0
Bundesliga;Dortmund;Alexander Meyer;https://fbref.com/en/players/b56dd813/Alexander-Meyer;;GK;34;2;2;180;2.0;0;0;0;0;0;0;0;0
Bundesliga;Dortmund;Carney Chukwuemeka;https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka;;MF;21;9;1;233;2.6;1;0;1;1;0;0;1;0
Bundesliga;Dortmund;Almugera Kabar;https://fbref.com/en/players/02a10dc0/Almugera-Kabar;;DF;18;5;1;137;1.5;0;0;0;0;0;0;2;1
Bundesliga;Dortmund;Yannik Lührs;https://fbref.com/en/players/10e5f256/Yannik-Luhrs;;DF;21;3;1;127;1.4;0;0;0;0;0;0;0;0
Bundesliga;Dortmund;Ayman Azhil;https://fbref.com/en/players/ce81d82d/Ayman-Azhil;;MF;24;1;0;24;0.3;0;0;0;0;0;0;1;0
Bundesliga;Dortmund;Cole Campbell;https://fbref.com/en/players/fbb270b2/Cole-Campbell;;MF,FW;19;4;0;22;0.2;0;0;0;0;0;0;0;0
Bundesliga;Dortmund;Kjell-Arik Wätjen;https://fbref.com/en/players/0e006cae/Kjell-Arik-Watjen;;MF;19;2;0;16;0.2;0;0;0;0;0;0;0;0
Bundesliga;Dortmund;Rodney Elongo-Yombo;https://fbref.com/en/players/f98df46a/Rodney-Elongo-Yombo;;FW;23;0;0;;;;;;;;;;
Bundesliga;Dortmund;Sébastien Haller;https://fbref.com/en/players/ba115a40/Sebastien-Haller;;FW;30;0;0;;;;;;;;;;
Bundesliga;Dortmund;Niklas Jessen;https://fbref.com/en/players/bea2b716/Niklas-Jessen;;MF;21;0;0;;;;;;;;;;
Bundesliga;Dortmund;David Lelle;https://fbref.com/en/players/993a4aa1/David-Lelle;;DF;22;0;0;;;;;;;;;;
Bundesliga;Dortmund;Marcel Lotka;https://fbref.com/en/players/5584552e/Marcel-Lotka;;GK;23;0;0;;;;;;;;;;
Bundesliga;Dortmund;Filippo Mane;https://fbref.com/en/players/66642968/Filippo-Mane;;DF;20;0;0;;;;;;;;;;
Bundesliga;Dortmund;Jordi Paulina;https://fbref.com/en/players/f8f35f82/Jordi-Paulina;;FW;20;0;0;;;;;;;;;;
Bundesliga;RB Leipzig;Benjamin Šeško;https://fbref.com/en/players/3260690c/Benjamin-Sesko;;FW,MF;21;31;29;2,308;25.6;13;5;18;11;2;2;2;1
Bundesliga;RB Leipzig;Péter Gulácsi;https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi;;GK;35;28;28;2,451;27.2;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Loïs Openda;https://fbref.com/en/players/8652a85c/Lois-Openda;;FW,MF;25;31;27;2,371;26.3;9;5;14;9;0;1;5;1
Bundesliga;RB Leipzig;Willi Orban;https://fbref.com/en/players/20030c06/Willi-Orban;;DF;32;25;25;2,222;24.7;5;0;5;5;0;0;4;2
Bundesliga;RB Leipzig;Xavi Simons;https://fbref.com/en/players/da4d670f/Xavi-Simons;;MF;22;23;23;1,97;21.9;9;6;15;9;0;0;5;0
Bundesliga;RB Leipzig;David Raum;https://fbref.com/en/players/7d450ed3/David-Raum;;DF;27;21;20;1,693;18.8;1;5;6;1;0;0;5;0
Bundesliga;RB Leipzig;Lukas Klostermann;https://fbref.com/en/players/ca8033cb/Lukas-Klostermann;;DF;28;27;19;1,748;19.4;1;0;1;1;0;0;4;0
Bundesliga;RB Leipzig;Nicolas Seiwald;https://fbref.com/en/players/28c6e925/Nicolas-Seiwald;;MF,DF;24;28;18;1,904;21.2;0;0;0;0;0;0;2;0
Bundesliga;RB Leipzig;Christoph Baumgartner;https://fbref.com/en/players/437f2b00/Christoph-Baumgartner;;MF,FW;25;29;17;1,518;16.9;2;1;3;2;0;0;5;0
Bundesliga;RB Leipzig;Kevin Kampl;https://fbref.com/en/players/b825a650/Kevin-Kampl;;MF;34;25;17;1,503;16.7;1;0;1;1;0;0;5;0
Bundesliga;RB Leipzig;Castello Lukeba;https://fbref.com/en/players/5b9512c5/Castello-Lukeba;;DF;22;22;17;1,487;16.5;0;0;0;0;0;0;2;0
Bundesliga;RB Leipzig;Lutsharel Geertruida;https://fbref.com/en/players/242e1043/Lutsharel-Geertruida;;DF;24;23;16;1,467;16.3;1;0;1;1;0;0;2;0
Bundesliga;RB Leipzig;Arthur Vermeeren;https://fbref.com/en/players/722494dc/Arthur-Vermeeren;;MF;20;26;16;1,41;15.7;0;2;2;0;0;0;6;0
Bundesliga;RB Leipzig;Amadou Haidara;https://fbref.com/en/players/92432bc6/Amadou-Haidara;;MF;27;28;16;1,32;14.7;0;1;1;0;0;0;7;0
Bundesliga;RB Leipzig;Antonio Nusa;https://fbref.com/en/players/4ab12002/Antonio-Nusa;;MF,DF;20;23;15;1,46;16.2;3;3;6;3;0;0;0;0
Bundesliga;RB Leipzig;Ridle Baku;https://fbref.com/en/players/442b56fa/Ridle-Baku;;DF,MF;27;17;14;1,173;13.0;1;2;3;1;0;0;1;0
Bundesliga;RB Leipzig;El Chadaille Bitshiabu;https://fbref.com/en/players/2180c761/El-Chadaille-Bitshiabu;;DF;19;19;11;950;10.6;0;0;0;0;0;0;2;1
Bundesliga;RB Leipzig;Benjamin Henrichs;https://fbref.com/en/players/0a89e877/Benjamin-Henrichs;;DF;28;15;10;935;10.4;0;2;2;0;0;0;3;0
Bundesliga;RB Leipzig;Kosta Nedeljković;https://fbref.com/en/players/c70be9cf/Kosta-Nedeljkovic;;DF;19;9;5;389;4.3;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Maarten Vandevoordt;https://fbref.com/en/players/f9e0c603/Maarten-Vandevoordt;;GK;23;6;4;429;4.8;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Yussuf Poulsen;https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen;;FW,MF;30;20;2;336;3.7;2;0;2;2;0;0;1;0
Bundesliga;RB Leipzig;Xaver Schlager;https://fbref.com/en/players/8f056768/Xaver-Schlager;;MF;27;4;2;181;2.0;0;0;0;0;0;0;1;0
Bundesliga;RB Leipzig;Mohamed Simakan;https://fbref.com/en/players/fcb27134/Mohamed-Simakan;;DF;25;1;1;54;0.6;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;André Silva;https://fbref.com/en/players/3effaa34/Andre-Silva;;FW,MF;29;8;0;132;1.5;1;2;3;0;1;1;0;0
Bundesliga;RB Leipzig;Tidiam Gomis;https://fbref.com/en/players/64c705d7/Tidiam-Gomis;;MF,DF;18;6;0;82;0.9;0;1;1;0;0;0;1;0
Bundesliga;RB Leipzig;Assan Ouedraogo;https://fbref.com/en/players/75e6fc2f/Assan-Ouedraogo;;MF;18;3;0;50;0.6;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Elif Elmas;https://fbref.com/en/players/cf007308/Elif-Elmas;;MF;25;2;0;44;0.5;0;0;0;0;0;0;1;0
Bundesliga;RB Leipzig;Viggo Gebel;https://fbref.com/en/players/92ed2acc/Viggo-Gebel;;MF;17;1;0;14;0.2;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Faik Sakar;https://fbref.com/en/players/85c3052c/Faik-Sakar;;MF;17;1;0;1;0.0;0;0;0;0;0;0;0;0
Bundesliga;RB Leipzig;Nuha Jatta;https://fbref.com/en/players/039f01a9/Nuha-Jatta;;MF;19;0;0;;;;;;;;;;
Bundesliga;RB Leipzig;Jonathan Norbye;https://fbref.com/en/players/ef97654b/Jonathan-Norbye;;DF;18;0;0;;;;;;;;;;
Bundesliga;RB Leipzig;Robert Ramsak;https://fbref.com/en/players/abfc5dce/Robert-Ramsak;;FW;18;0;0;;;;;;;;;;
Bundesliga;RB Leipzig;Lionel Voufack;https://fbref.com/en/players/717aab79/Lionel-Voufack;;DF;17;0;0;;;;;;;;;;
Bundesliga;RB Leipzig;Leopold Zingerle;https://fbref.com/en/players/bf9d9070/Leopold-Zingerle;;GK;31;0;0;;;;;;;;;;
Bundesliga;Mainz 05;Kaishu Sano;https://fbref.com/en/players/7a7a6361/Kaishu-Sano;;MF;24;32;32;2,863;31.8;0;0;0;0;0;0;3;0
Bundesliga;Mainz 05;Robin Zentner;https://fbref.com/en/players/5c4bf6ba/Robin-Zentner;;GK;30;31;31;2,79;31.0;0;0;0;0;0;0;3;0
Bundesliga;Mainz 05;Anthony Caci;https://fbref.com/en/players/0118c54c/Anthony-Caci;;DF;27;31;31;2,525;28.1;1;7;8;1;0;0;6;0
Bundesliga;Mainz 05;Phillipp Mwene;https://fbref.com/en/players/2ff76adc/Phillipp-Mwene;;DF;31;30;30;2,461;27.3;0;4;4;0;0;0;7;0
Bundesliga;Mainz 05;Lee Jae-sung;https://fbref.com/en/players/34b0387f/Lee-Jae-sung;;MF;32;31;29;2,501;27.8;7;5;12;7;0;0;4;0
Bundesliga;Mainz 05;Nadiem Amiri;https://fbref.com/en/players/555d5edd/Nadiem-Amiri;;MF;28;28;28;2,295;25.5;6;4;10;4;2;2;9;2
Bundesliga;Mainz 05;Dominik Kohr;https://fbref.com/en/players/0fbecd11/Dominik-Kohr;;DF,MF;31;28;28;2,295;25.5;2;0;2;2;0;0;11;1
Bundesliga;Mainz 05;Jonathan Burkardt;https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt;;FW;24;27;26;1,931;21.5;16;2;18;15;1;1;0;0
Bundesliga;Mainz 05;Paul Nebel;https://fbref.com/en/players/1b6d8083/Paul-Nebel;;MF;22;29;24;2,165;24.1;8;3;11;8;0;0;5;1
Bundesliga;Mainz 05;Danny da Costa;https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa;;DF;31;23;23;1,826;20.3;0;1;1;0;0;0;0;0
Bundesliga;Mainz 05;Moritz Jenz;https://fbref.com/en/players/ee644761/Moritz-Jenz;;DF;26;19;18;1,6;17.8;0;0;0;0;0;0;4;0
Bundesliga;Mainz 05;Stefan Bell;https://fbref.com/en/players/857a5abe/Stefan-Bell;;DF;33;16;13;1,259;14.0;0;1;1;0;0;0;3;0
Bundesliga;Mainz 05;Andreas Hanche-Olsen;https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen;;DF;28;20;10;1,104;12.3;1;1;2;1;0;0;3;1
Bundesliga;Mainz 05;Nelson Weiper;https://fbref.com/en/players/231c67ff/Nelson-Weiper;;FW,MF;20;21;7;702;7.8;3;1;4;3;0;0;2;0
Bundesliga;Mainz 05;Maxim Leitsch;https://fbref.com/en/players/7e12a98d/Maxim-Leitsch;;DF;26;14;6;674;7.5;1;0;1;1;0;0;2;0
Bundesliga;Mainz 05;Armindo Sieb;https://fbref.com/en/players/228c1d94/Armindo-Sieb;;FW,MF;22;27;5;762;8.5;2;2;4;2;0;0;2;0
Bundesliga;Mainz 05;Hong Hyunseok;https://fbref.com/en/players/9a234cc9/Hong-Hyunseok;;MF;25;21;4;499;5.5;0;1;1;0;0;0;0;0
Bundesliga;Mainz 05;Silvan Widmer;https://fbref.com/en/players/f68b64fc/Silvan-Widmer;;DF;32;25;3;470;5.2;0;1;1;0;0;0;3;0
Bundesliga;Mainz 05;Nikolas Veratschnig;https://fbref.com/en/players/13496b77/Nikolas-Veratschnig;;DF,MF;22;13;2;340;3.8;0;0;0;0;0;0;1;0
Bundesliga;Mainz 05;Karim Onisiwo;https://fbref.com/en/players/f26834c7/Karim-Onisiwo;;MF,FW;33;6;1;110;1.2;0;0;0;0;0;0;0;0
Bundesliga;Mainz 05;Lasse Rieß;https://fbref.com/en/players/25877714/Lasse-Riess;;GK;23;1;1;90;1.0;0;0;0;0;0;0;0;0
Bundesliga;Mainz 05;Arnaud Nordin;https://fbref.com/en/players/7b9a9e25/Arnaud-Nordin;;DF,MF;26;6;0;80;0.9;0;0;0;0;0;0;0;0
Bundesliga;Mainz 05;Aymen Barkok;https://fbref.com/en/players/a2a85828/Aymen-Barkok;;MF;26;4;0;73;0.8;0;0;0;0;0;0;0;0
Bundesliga;Mainz 05;Lennard Maloney;https://fbref.com/en/players/75402e99/Lennard-Maloney;;MF;25;3;0;24;0.3;0;0;0;0;0;0;1;0
Bundesliga;Mainz 05;Gabriel Vidovic;https://fbref.com/en/players/5360a956/Gabriel-Vidovic;;MF;21;1;0;4;0.0;0;0;0;0;0;0;0;0
Bundesliga;Mainz 05;Daniel Batz;https://fbref.com/en/players/ec759ba1/Daniel-Batz;;GK;34;0;0;;;;;;;;;;
Bundesliga;Mainz 05;Daniel Gleiber;https://fbref.com/en/players/d568a665/Daniel-Gleiber;;MF;20;0;0;;;;;;;;;;
Bundesliga;Mainz 05;Marco Richter;https://fbref.com/en/players/f972644c/Marco-Richter;;FW,MF;27;0;0;;;;;;;;;;
Bundesliga;Werder Bremen;Michael Zetterer;https://fbref.com/en/players/9b688ae1/Michael-Zetterer;;GK;29;32;32;2,88;32.0;0;0;0;0;0;0;2;0
Bundesliga;Werder Bremen;Mitchell Weiser;https://fbref.com/en/players/30c220c3/Mitchell-Weiser;;DF,MF;31;30;30;2,691;29.9;5;8;13;5;0;0;9;1
Bundesliga;Werder Bremen;Romano Schmid;https://fbref.com/en/players/220ace7e/Romano-Schmid;;MF;25;30;30;2,654;29.5;4;4;8;4;0;0;4;0
Bundesliga;Werder Bremen;Senne Lynen;https://fbref.com/en/players/0ed60738/Senne-Lynen;;MF;26;30;30;2,559;28.4;0;1;1;0;0;0;9;0
Bundesliga;Werder Bremen;Marvin Ducksch;https://fbref.com/en/players/638a4d71/Marvin-Ducksch;;FW;31;30;28;2,244;24.9;7;7;14;6;1;2;3;0
Bundesliga;Werder Bremen;Jens Stage;https://fbref.com/en/players/1fffae99/Jens-Stage;;MF;28;26;24;2,043;22.7;9;5;14;9;0;0;9;0
Bundesliga;Werder Bremen;Marco Friedl;https://fbref.com/en/players/f86ad3f5/Marco-Friedl;;DF;27;24;23;1,981;22.0;0;0;0;0;0;0;9;2
Bundesliga;Werder Bremen;Niklas Stark;https://fbref.com/en/players/aad48be9/Niklas-Stark;;DF;30;24;23;1,926;21.4;0;1;1;0;0;0;6;1
Bundesliga;Werder Bremen;Anthony Jung;https://fbref.com/en/players/de838f86/Anthony-Jung;;DF;33;27;20;1,892;21.0;0;0;0;0;0;0;1;0
Bundesliga;Werder Bremen;Felix Agu;https://fbref.com/en/players/cb6d81b3/Felix-Agu;;DF;25;20;19;1,602;17.8;3;0;3;3;0;0;1;0
Bundesliga;Werder Bremen;Amos Pieper;https://fbref.com/en/players/526ea7cc/Amos-Pieper;;DF;27;21;14;1,324;14.7;0;0;0;0;0;0;2;0
Bundesliga;Werder Bremen;Derrick Köhn;https://fbref.com/en/players/b735b590/Derrick-Kohn;;DF,FW;26;25;14;1,313;14.6;2;2;4;2;0;0;2;0
Bundesliga;Werder Bremen;Marco Grüll;https://fbref.com/en/players/8babb812/Marco-Grull;;FW,MF;26;28;12;1,098;12.2;6;1;7;6;0;0;1;0
Bundesliga;Werder Bremen;Miloš Veljković;https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic;;DF;29;14;11;1,029;11.4;0;1;1;0;0;0;1;0
Bundesliga;Werder Bremen;Leonardo Bittencourt;https://fbref.com/en/players/dc62fbee/Leonardo-Bittencourt;;MF;31;25;10;957;10.6;2;1;3;2;0;0;3;0
Bundesliga;Werder Bremen;Justin Njinmah;https://fbref.com/en/players/a45241d5/Justin-Njinmah;;FW,MF;24;24;10;930;10.3;3;2;5;3;0;0;1;0
Bundesliga;Werder Bremen;Oliver Burke;https://fbref.com/en/players/f631c17f/Oliver-Burke;;FW;28;24;8;829;9.2;5;0;5;5;0;0;4;0
Bundesliga;Werder Bremen;Julián Malatini;https://fbref.com/en/players/8b84b707/Julian-Malatini;;DF;23;10;5;454;5.0;1;1;2;1;0;0;1;0
Bundesliga;Werder Bremen;André Silva;https://fbref.com/en/players/3effaa34/Andre-Silva;;FW;29;7;4;375;4.2;1;0;1;0;1;2;1;0
Bundesliga;Werder Bremen;Issa Kaboré;https://fbref.com/en/players/c066d1a5/Issa-Kabore;;DF,FW;23;9;3;308;3.4;0;0;0;0;0;0;0;0
Bundesliga;Werder Bremen;Keke Maximilian Topp;https://fbref.com/en/players/ebb32f3a/Keke-Maximilian-Topp;;FW,MF;21;18;1;246;2.7;1;2;3;1;0;0;1;0
Bundesliga;Werder Bremen;Skelly Alvero;https://fbref.com/en/players/add37c13/Skelly-Alvero;;MF;23;12;1;236;2.6;0;0;0;0;0;0;1;0
Bundesliga;Werder Bremen;Olivier Deman;https://fbref.com/en/players/13210854/Olivier-Deman;;DF;25;9;0;67;0.7;0;0;0;0;0;0;1;0
Bundesliga;Werder Bremen;Wesley Adeh;https://fbref.com/en/players/7f49ea98/Wesley-Adeh;;MF;18;0;0;;;;;;;;;;
Bundesliga;Werder Bremen;Mio Backhaus;https://fbref.com/en/players/0d41f821/Mio-Backhaus;;GK;21;0;0;;;;;;;;;;
Bundesliga;Werder Bremen;Abdoul Coulibaly;https://fbref.com/en/players/a20a798a/Abdoul-Coulibaly;;DF;17;0;0;;;;;;;;;;
